,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
737,BWA,BorgWarner Inc.,42.33,1.00%,0.42,2438000.0,103220000.0,9950000000.0,9.29%,10.47,4.06,52700.0,Producer Manufacturing
738,BWB,"Bridgewater Bancshares, Inc.",10.70,-3.52%,-0.39,36432.0,389822.0,299342000.0,-34.75%,6.67,1.65,N/A,Finance
739,BWEN,"Broadwind, Inc.",3.18,2.58%,0.08,120412.0,382910.0,66706000.0,31.49%,N/A,-0.32,N/A,Producer Manufacturing
740,BWFG,"Bankwell Financial Group, Inc.",27.60,-1.99%,-0.56,7967.0,219889.0,216479000.0,-14.31%,6.05,4.62,N/A,Finance
741,BWMN,Bowman Consulting Group Ltd.,31.51,0.80%,0.25,106607.0,3359000.0,446580000.0,131.14%,119.31,0.28,1600.0,Industrial Services
742,BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",15.14,1.47%,0.22,22770.0,344738.0,564973000.0,44.52%,15.62,0.97,2177.0,Retail Trade
743,BWV,"Blue Water Biotech, Inc.",0.9592,-0.08%,-0.0008,53389.0,51211.0,15231000.0,N/A,N/A,-1.01,N/A,Health Technology
744,BWXT,"BWX Technologies, Inc.",73.00,-0.40%,-0.29,628938.0,45912000.0,6677000000.0,32.14%,29.87,2.45,7000.0,Producer Manufacturing
745,BX,Blackstone Inc.,100.09,-3.55%,-3.68,4689000.0,469353000.0,121658000000.0,3.91%,60.24,1.66,4695.0,Finance
746,BXC,Bluelinx Holdings Inc.,84.55,-0.95%,-0.81,69507.0,5877000.0,761244000.0,9.33%,5.82,14.66,2100.0,Distribution Services
747,BXRX,"Baudax Bio, Inc.",0.5886,-2.19%,-0.0132,64438.0,37928.0,4283000.0,-31.31%,N/A,-148.06,N/A,Health Technology
748,BXSL,Blackstone Secured Lending Fund,28.77,1.30%,0.37,1154000.0,33203000.000000004,4759000000.0,18.66%,10.75,2.68,N/A,Miscellaneous
749,BY,"Byline Bancorp, Inc.",22.19,-0.67%,-0.15,159345.0,3536000.0,969542000.0,12.23%,8.55,2.63,N/A,Finance
750,BYD,Boyd Gaming Corporation,67.24,-0.33%,-0.22,660179.0,44390000.0,6725000000.0,14.75%,9.75,6.91,15771.0,Consumer Services
751,BYFC,Broadway Financial Corporation,1.02,0.00%,0.00,30148.0,30751.0,74965000.0,-5.14%,11.94,0.09,N/A,Finance
752,BYND,"Beyond Meat, Inc.",12.82,-2.14%,-0.28,2343000.0,30042000.0,823386000.0,-64.26%,N/A,-4.40,N/A,Consumer Non-Durables
753,BYNO,byNordic Acquisition Corporation,10.65,0.06%,0.01,4355.0,46365.0,254872000.0,6.45%,102.86,0.10,N/A,Finance
754,BYRN,"Byrna Technologies, Inc.",3.12,-3.70%,-0.12,66873.0,208644.0,68568000.0,-63.07%,N/A,-0.23,N/A,Electronic Technology
755,BYSI,"BeyondSpring, Inc.",1.00,-1.96%,-0.02,22797.0,22797.0,38924000.0,-30.62%,N/A,,N/A,Health Technology
756,BZFD,"BuzzFeed, Inc.",0.5257,-10.97%,-0.0648,980572.0,515486.99999999994,73661000.0,-68.24%,N/A,-1.40,1368.0,Technology Services
757,BZH,"Beazer Homes USA, Inc.",32.32,-2.59%,-0.86,412545.0,13333000.0,1012999999.9999999,121.21%,5.24,6.25,1129.0,Consumer Durables
758,C,"Citigroup, Inc.",44.44,-1.59%,-0.72,13952000.0,620029000.0,85578000000.0,-14.03%,7.05,6.35,240000.0,Finance
759,CAAP,Corporacion America Airports SA,13.66,-3.05%,-0.43,69795.0,953400.0,2197000000.0,160.99%,N/A,,6100.0,Transportation
760,CAAS,"China Automotive Systems, Inc.",5.18,0.49%,0.03,56580.0,292818.0,156220000.0,68.62%,5.65,0.92,4093.0,Producer Manufacturing
761,CABA,"Cabaletta Bio, Inc.",12.38,1.39%,0.17,219252.0,2714000.0,491402000.0,1531.96%,N/A,-1.82,N/A,Health Technology
762,CABO,"Cable One, Inc.",665.44,-2.57%,-17.56,51781.0,34457000.0,3741000000.0,-50.47%,38.87,18.52,3132.0,Consumer Services
763,CAC,Camden National Corporation,36.20,-0.55%,-0.20,38647.0,1399000.0,528260000.0,-20.68%,9.69,3.75,N/A,Finance
764,CACC,Credit Acceptance Corporation,503.75,-0.26%,-1.29,72457.0,36500000.0,6459000000.0,-8.21%,19.85,25.44,2246.0,Finance
765,CACI,"CACI International, Inc.",356.33,0.56%,1.97,198694.0,70801000.0,8122000000.0,21.68%,22.69,15.85,22000.0,Technology Services
766,CACO,Caravelle International Group,0.5520,-4.83%,-0.0280,24419.0,13479.0,28800000.0,-59.97%,N/A,,N/A,Transportation
767,CADE,Cadence Bank,25.25,-1.83%,-0.47,711499.0,17965000.0,4656000000.0,-3.31%,11.52,2.21,6572.0,Finance
768,CADL,"Candel Therapeutics, Inc.",1.10,0.00%,0.00,1126.0,1239.0,31812000.0,-66.30%,N/A,-0.92,N/A,Commercial Services
769,CAG,"ConAgra Brands, Inc.",31.28,0.19%,0.06,3257000.0,101886000.0,14948000000.0,-9.43%,21.97,1.43,18600.0,Consumer Non-Durables
770,CAH,"Cardinal Health, Inc.",91.97,0.23%,0.21,1946000.0,178929000.0,23416000000.0,38.79%,52.74,1.76,46500.0,Distribution Services
771,CAKE,The Cheesecake Factory Incorporated,36.29,1.23%,0.44,673903.0,24456000.0,1861000000.0,17.48%,27.55,1.34,47500.0,Consumer Services
772,CAL,"Caleres, Inc.",27.12,-0.15%,-0.04,290114.0,7868000.0,983709000.0,-2.66%,5.96,4.60,9300.0,Retail Trade
773,CALB,California BanCorp,18.50,-0.54%,-0.10,12299.0,227532.0,154624000.0,-9.95%,6.49,2.89,N/A,Finance
774,CALC,"CalciMedica, Inc.",3.44,6.06%,0.20,2502.0,8607.0,19477000.0,-26.53%,N/A,-23.20,N/A,Health Technology
775,CALM,"Cal-Maine Foods, Inc.",45.98,1.55%,0.70,723256.0,33255000.000000004,2252000000.0,-13.09%,2.96,15.58,2976.0,Process Industries
776,CALX,"Calix, Inc",41.66,-0.33%,-0.14,501062.0,20874000.0,2763000000.0,-25.80%,65.37,0.67,1426.0,Electronic Technology
777,CAMP,CalAmp Corp.,0.8300,-1.19%,-0.0100,221745.0,184048.0,31185000.0,-82.29%,N/A,-0.67,N/A,Electronic Technology
778,CAMT,Camtek Ltd.,47.98,1.05%,0.50,213326.0,10235000.0,2146000000.0,69.42%,29.72,1.76,N/A,Electronic Technology
779,CANO,"Cano Health, Inc.",1.53,-11.05%,-0.19,5007000.0,7661000.0,830122000.0,-65.57%,N/A,-0.99,4365.0,Health Services
780,CAPL,CrossAmerica Partners LP,19.55,3.55%,0.67,53081.0,1038000.0,741980000.0,-10.00%,13.49,1.47,2237.0,Distribution Services
781,CAPR,"Capricor Therapeutics, Inc.",5.90,2.97%,0.17,245099.0,1446000.0,149093000.0,29.13%,N/A,-1.17,N/A,Health Technology
782,CAR,"Avis Budget Group, Inc.",223.44,-0.67%,-1.51,287091.0,64147999.99999999,8656000000.0,-1.24%,4.42,51.42,24500.0,Finance
783,CARA,"Cara Therapeutics, Inc.",3.02,2.72%,0.08,611534.0,1847000.0,163315000.0,-74.88%,N/A,-2.07,N/A,Health Technology
784,CARE,"Carter Bankshares, Inc.",14.52,-0.34%,-0.05,80265.0,1165000.0,338745000.0,-11.91%,6.77,2.15,N/A,Finance
785,CARG,"CarGurus, Inc.",19.24,-1.28%,-0.25,1557000.0,29948000.0,2180000000.0,-2.63%,8.76,2.29,1403.0,Technology Services
786,CARM,"Carisma Therapeutics, Inc.",5.59,0.00%,0.00,101591.0,567894.0,225024000.0,59.86%,N/A,-3.84,N/A,Health Technology
787,CARR,Carrier Global Corporation,56.16,-2.14%,-1.23,5307000.0,298025000.0,47041000000.0,36.78%,22.28,2.57,52000.0,Producer Manufacturing
788,CARS,Cars.com Inc.,20.64,-1.15%,-0.24,252589.0,5213000.0,1372000000.0,62.56%,12.51,1.69,1700.0,Technology Services
789,CARV,"Carver Bancorp, Inc.",2.47,-1.20%,-0.03,42330.0,104555.0,12085000.0,-50.46%,N/A,-1.03,N/A,Finance
790,CASA,"Casa Systems, Inc.",0.8520,-13.06%,-0.1280,726950.0,619361.0,82655000.0,-76.79%,N/A,-0.83,1043.0,Technology Services
791,CASH,"Pathward Financial, Inc.",50.42,-2.31%,-1.19,103386.0,5213000.0,1357000000.0,38.25%,9.26,5.46,1154.0,Finance
792,CASI,"CASI Pharmaceuticals, Inc.",2.35,-2.08%,-0.05,2922.0,6867.0,31306000.0,-6.01%,N/A,,N/A,Health Technology
793,CASS,"Cass Information Systems, Inc",37.99,-0.65%,-0.25,42133.0,1601000.0,519207999.99999994,6.01%,16.25,2.39,1209.0,Commercial Services
794,CASY,"Caseys General Stores, Inc.",246.65,0.09%,0.21,163490.0,40325000.0,9222000000.0,19.56%,20.71,11.99,42982.0,Retail Trade
795,CAT,"Caterpillar, Inc.",284.53,0.58%,1.64,3088000.0,878768000.0,145151000000.0,46.95%,17.70,16.16,109100.0,Producer Manufacturing
796,CATC,Cambridge Bancorp,63.30,-0.50%,-0.32,63484.0,4019000.0,496643000.0,-14.59%,10.55,6.04,N/A,Finance
797,CATO,Cato Corporation (The),8.05,-0.86%,-0.07,86151.0,693516.0,162958000.0,-34.73%,N/A,-0.24,7600.0,Retail Trade
798,CATX,"Perspective Therapeutics, Inc.",0.4800,-2.68%,-0.0132,303760.0,145805.0,134463000.0,170.19%,N/A,-0.04,N/A,Health Technology
799,CATY,Cathay General Bancorp,37.27,-1.30%,-0.49,201966.0,7527000.0,2703000000.0,-14.04%,7.07,5.30,1178.0,Finance
800,CAVA,"CAVA Group, Inc.",48.06,-4.85%,-2.45,963626.0,46312000.0,5353000000.0,N/A,N/A,,N/A,Consumer Services
801,CB,Chubb Limited,201.00,-0.04%,-0.08,1655000.0,332629000.0,82558000000.0,4.24%,14.44,14.02,34000.0,Finance
802,CBAN,"Colony Bankcorp, Inc.",10.73,-2.10%,-0.23,45908.0,492593.0,188767000.0,-23.15%,8.94,1.20,N/A,Finance
803,CBAT,"CBAK Energy Technology, Inc.",1.17,-2.50%,-0.03,124225.0,145343.0,104139000.0,-3.19%,N/A,-0.13,1063.0,Producer Manufacturing
804,CBAY,CymaBay Therapeutics Inc.,12.63,1.85%,0.23,1679000.0,21203000.0,1232000000.0,249.99%,N/A,-1.18,N/A,Health Technology
805,CBFV,"CB Financial Services, Inc.",22.70,-0.35%,-0.08,6690.0,151863.0,115998000.0,-0.08%,7.74,2.94,N/A,Finance
806,CBIO,"Catalyst Biosciences, Inc.",0.3420,0.59%,0.0020,118844.0,40645.0,12987000.0,-77.59%,0.81,0.42,N/A,Health Technology
807,CBNK,"Capital Bancorp, Inc.",20.44,-1.87%,-0.39,16728.0,341920.0,286885000.0,-13.58%,7.87,2.64,N/A,Finance
808,CBOE,"Cboe Global Markets, Inc.",146.18,0.15%,0.22,495672.0,72457000.0,15424000000.0,22.28%,23.97,6.12,1543.0,Finance
809,CBRE,CBRE Group Inc,84.08,-1.14%,-0.97,994893.0,83651000.0,26051000000.0,-1.60%,31.84,2.68,115000.0,Finance
810,CBRG,Chain Bridge I,10.55,0.00%,0.00,N/A,1372.0,297789000.0,3.74%,27.46,0.38,N/A,Finance
811,CBRL,"Cracker Barrel Old Country Store, Inc.",89.36,-1.34%,-1.21,294448.0,26312000.0,1980000000.0,-11.52%,21.11,4.25,73000.0,Consumer Services
812,CBSH,"Commerce Bancshares, Inc.",52.99,-0.66%,-0.35,362563.0,19212000.0,6608000000.0,-22.36%,13.27,4.00,4594.0,Finance
813,CBT,Cabot Corporation,70.28,-0.41%,-0.29,258363.0,18158000.0,3946000000.0,-0.10%,13.28,5.34,4200.0,Process Industries
814,CBU,"Community Bank System, Inc.",52.29,-2.59%,-1.39,214878.0,11236000.0,2809000000.0,-21.85%,18.29,2.88,3026.0,Finance
815,CBUS,"Cibus, Inc.",20.49,-2.10%,-0.44,41004.0,840172.0,361150000.0,3107.77%,N/A,-22.87,N/A,Technology Services
816,CBZ,"CBIZ, Inc.",54.49,1.09%,0.59,110020.0,5995000.0,2715000000.0,17.30%,23.98,2.30,6500.0,Commercial Services
817,CC,Chemours Company (The),35.60,-3.44%,-1.27,1475000.0,52497000.0,5272000000.0,2.18%,N/A,-0.65,6600.0,Process Industries
818,CCAP,"Crescent Capital BDC, Inc.",16.67,0.30%,0.05,55837.0,930803.0,617816000.0,17.65%,76.47,0.22,N/A,Finance
819,CCB,Coastal Financial Corporation,44.82,-1.28%,-0.58,24382.0,1093000.0,595355000.0,15.34%,12.30,3.78,N/A,Finance
820,CCBG,Capital City Bank Group,31.69,-0.38%,-0.12,19492.0,617701.0,538465000.0,-2.80%,10.28,3.09,N/A,Finance
821,CCCC,"C4 Therapeutics, Inc.",3.46,-1.42%,-0.05,491494.0,1701000.0,169761000.0,-69.84%,N/A,-2.85,N/A,Health Technology
822,CCCS,CCC Intelligent Solutions Holdings Inc.,10.47,-0.85%,-0.09,933419.0,9773000.0,6618000000.0,12.30%,N/A,-0.14,2875.0,Technology Services
823,CCEL,"Cryo-Cell International, Inc.",5.63,-2.76%,-0.16,N/A,3530.0,46664000.0,7.14%,20.77,0.27,N/A,Transportation
824,CCEP,Coca-Cola Europacific Partners plc,63.95,-0.08%,-0.05,729567.0,46656000.0,29343000000.0,23.35%,16.52,3.88,33295.0,Consumer Non-Durables
825,CCF,Chase Corporation,125.85,-0.26%,-0.33,83572.0,10518000.0,1196000000.0,39.55%,31.90,3.95,N/A,Process Industries
826,CCK,"Crown Holdings, Inc.",88.46,-0.96%,-0.86,853453.0,75496000.0,10673000000.0,-3.12%,22.30,3.98,26000.0,Process Industries
827,CCL,Carnival Corporation,17.27,-3.63%,-0.65,24689000.0,426386000.0,21577000000.0,92.95%,N/A,-2.79,N/A,Consumer Services
828,CCLD,"CareCloud, Inc.",2.37,-6.69%,-0.17,82438.0,195378.0,37039000.0,-24.72%,N/A,-1.05,4150.0,Technology Services
829,CCLP,CSI Compressco LP,1.23,1.65%,0.02,34176.0,42036.0,174654000.0,-1.88%,N/A,-0.10,N/A,Industrial Services
830,CCNE,CNB Financial Corporation,19.64,-2.04%,-0.41,29858.0,586411.0,412356000.0,-4.52%,6.71,2.93,N/A,Finance
831,CCO,"Clear Channel Outdoor Holdings, Inc.",1.53,-1.92%,-0.03,5034000.0,7703000.0,738859000.0,5.67%,N/A,-0.03,4700.0,Commercial Services
832,CCOI,"Cogent Communications Holdings, Inc.",58.36,0.34%,0.20,541723.0,31615000.0,2819000000.0,0.00%,272.97,0.22,1076.0,Communications
833,CCRD,CoreCard Corporation,22.34,-0.93%,-0.21,58781.0,1313000.0,189682000.0,-12.25%,34.72,0.64,1200.0,Technology Services
834,CCRN,"Cross Country Healthcare, Inc.",23.26,2.38%,0.54,840384.0,19547000.0,832768000.0,-4.72%,6.87,3.43,2700.0,Commercial Services
835,CCS,"Century Communities, Inc.",75.69,-0.75%,-0.57,130883.00000000001,9907000.0,2424000000.0,52.92%,7.94,9.64,1537.0,Consumer Durables
836,CCSI,"Consensus Cloud Solutions, Inc.",31.01,0.06%,0.02,103723.0,3216000.0,609646000.0,-45.88%,9.04,3.44,N/A,Technology Services
837,CCV,Churchill Capital Corp V,10.29,0.10%,0.01,N/A,7296.0,280689000.0,-54.59%,51.15,0.20,N/A,Finance
838,CCVI,Churchill Capital Corp VI,10.39,0.10%,0.01,228941.0,2379000.0,716910000.0,5.49%,33.55,0.31,N/A,Finance
839,CDAQ,Compass Digital Acquisition Corp.,10.41,0.19%,0.02,N/A,5757.0,276395000.0,7.65%,37.15,0.28,N/A,Finance
840,CDAY,Ceridian HCM Holding Inc.,72.74,-2.32%,-1.73,1515000.0,110172000.0,11319000000.0,13.29%,N/A,-0.09,8526.0,Technology Services
841,CDE,"Coeur Mining, Inc.",2.61,-2.61%,-0.07,4773000.0,12457000.0,869223000.0,-0.05%,N/A,-0.39,2107.0,Non-Energy Minerals
842,CDIO,Cardio Diagnostics Holdings Inc.,0.9750,-2.50%,-0.0250,33227.0,32396.0,9728000.0,-87.71%,N/A,-0.58,N/A,Health Technology
843,CDLX,"Cardlytics, Inc. Common Stock",13.10,-7.16%,-1.01,713510.0,9347000.0,494187000.0,7.17%,N/A,-11.40,N/A,Technology Services
844,CDMO,"Avid Bioservices, Inc.",12.74,5.99%,0.72,411532.0,5243000.0,799169000.0,-30.95%,1516.67,0.01,N/A,Health Technology
845,CDNA,"CareDx, Inc.",9.80,-11.23%,-1.24,1410000.0,13815000.0,527172000.0,-52.48%,N/A,-1.51,N/A,Health Technology
846,CDNS,"Cadence Design Systems, Inc.",225.30,-1.59%,-3.63,1349000.0,303834000.0,61234000000.0,23.07%,69.25,3.30,10200.0,Technology Services
847,CDRE,"Cadre Holdings, Inc.",25.58,9.55%,2.23,204114.0,5221000.0,961451000.0,-7.79%,41.55,0.62,2274.0,Finance
848,CDRO,"Codere Online Luxembourg, S.A.",3.06,-2.55%,-0.08,25988.0,79523.0,138612000.0,23.62%,N/A,,N/A,Consumer Services
849,CDTX,"Cidara Therapeutics, Inc.",0.9749,3.70%,0.0348,373386.0,364014.0,87986000.0,96.57%,N/A,-0.12,N/A,Health Technology
850,CDW,CDW Corporation,201.59,-0.54%,-1.09,489588.0,98696000.0,27023000000.0,16.55%,25.62,7.97,15100.0,Technology Services
851,CDXC,ChromaDex Corporation,1.65,-0.60%,-0.01,47041.0,77618.0,123694000.0,-5.15%,N/A,-0.15,N/A,Health Technology
852,CDXS,"Codexis, Inc.",2.19,-4.37%,-0.10,2120000.0,4642000.0,152871000.0,-68.54%,N/A,-0.86,N/A,Process Industries
853,CDZI,"Cadiz, Inc.",4.17,-0.48%,-0.02,271826.0,1134000.0,277704000.0,30.86%,N/A,-0.63,N/A,Finance
854,CE,Celanese Corporation Celanese Corporation,126.25,0.73%,0.92,1879000.0,237255000.0,13734000000.0,13.70%,10.86,11.69,13263.0,Process Industries
855,CEAD,CEA Industries Inc.,0.7900,-3.08%,-0.0251,5040.0,3982.0,6380000.0,-40.45%,N/A,-0.57,N/A,Producer Manufacturing
856,CECO,CECO Environmental Corp.,13.75,-5.56%,-0.81,427700.0,5881000.0,475623000.0,59.74%,30.19,0.46,1000.0,Producer Manufacturing
857,CEG,Constellation Energy Corporation,105.11,0.29%,0.30,1647000.0,173094000.0,33802999999.999996,36.25%,44.09,2.39,13370.0,Utilities
858,CEI,"Camber Energy, Inc.",0.6500,-4.72%,-0.0322,2991000.0,1944000.0,47876000.0,-70.57%,N/A,-3.08,N/A,Energy Minerals
859,CEIX,CONSOL Energy Inc.,83.54,4.66%,3.72,777438.0,64947000.0,2834000000.0,21.21%,3.95,21.57,1860.0,Energy Minerals
860,CELC,Celcuity Inc.,9.99,-0.20%,-0.02,71592.0,715204.0,219369000.0,44.23%,N/A,-2.63,N/A,Health Technology
861,CELH,"Celsius Holdings, Inc.",172.67,20.45%,29.31,5458000.0,942355000.0,13259000000.0,56.43%,N/A,-1.85,N/A,Consumer Non-Durables
862,CELL,PhenomeX Inc.,0.6300,2.97%,0.0182,509708.0,321116.0,62241000.0,-82.07%,N/A,-1.41,N/A,Technology Services
863,CELU,Celularity Inc.,0.3325,-5.00%,-0.0175,692824.0,230364.0,62876000.0,-85.15%,3.33,0.13,N/A,Commercial Services
864,CELZ,"Creative Medical Technology Holdings, Inc.",5.17,-4.79%,-0.26,46005.0,237846.0,7277000.0,6.32%,N/A,,N/A,Health Technology
865,CENN,Cenntro Electric Group Limited,0.3457,-2.34%,-0.0083,1458000.0,504094.0,105248000.0,-72.87%,N/A,-0.42,N/A,Consumer Durables
866,CENT,Central Garden & Pet Company,46.06,0.04%,0.02,39024.0,1797000.0,2346000000.0,4.49%,20.40,2.30,7000.0,Consumer Non-Durables
867,CENX,Century Aluminum Company,8.99,0.11%,0.01,935575.0,8411000.0,829992000.0,12.89%,N/A,-0.82,1956.0,Non-Energy Minerals
868,CEQP,Crestwood Equity Partners LP,25.93,-0.46%,-0.12,407099.0,10556000.0,2729000000.0,-1.32%,27.58,0.99,N/A,Industrial Services
869,CERE,"Cerevel Therapeutics Holdings, Inc.",21.91,0.69%,0.15,724499.0,15874000.0,3451000000.0,-41.97%,N/A,-2.55,N/A,Health Technology
870,CERS,Cerus Corporation,1.95,-4.65%,-0.10,1626000.0,3171000.0,352568000.0,-58.94%,N/A,-0.29,N/A,Health Technology
871,CERT,"Certara, Inc.",17.92,-2.56%,-0.47,1086000.0,19465000.0,2864000000.0,-19.49%,205.98,0.09,1204.0,Technology Services
872,CETX,Cemtrex Inc.,5.71,-2.81%,-0.17,15786.0,90138.0,5056000.0,-36.10%,N/A,-10.83,N/A,Electronic Technology
873,CETY,"Clean Energy Technologies, Inc.",1.43,-1.38%,-0.02,32567.999999999996,46572.0,55132000.0,41.05%,N/A,-0.04,N/A,Producer Manufacturing
874,CEVA,"CEVA, Inc.",22.06,-12.15%,-3.05,280392.0,6185000.0,516558000.0,-21.51%,N/A,-1.13,N/A,Electronic Technology
875,CF,"CF Industries Holdings, Inc.",82.76,4.42%,3.50,2382000.0,197105000.0,15968000000.0,-25.20%,6.85,12.12,2700.0,Process Industries
876,CFB,"CrossFirst Bankshares, Inc.",11.72,-1.18%,-0.14,39707.0,465366.0,577690000.0,-16.72%,9.42,1.26,N/A,Finance
877,CFBK,CF Bankshares Inc.,18.00,0.28%,0.05,4449.0,80082.0,117885000.0,-12.35%,6.66,2.75,N/A,Finance
878,CFFI,C&F Financial Corporation,57.17,-0.14%,-0.08,4072.0,232796.0,196352000.0,9.95%,6.72,8.51,N/A,Finance
879,CFFN,"Capitol Federal Financial, Inc.",6.34,-0.63%,-0.04,851025.0,5395000.0,863245000.0,-36.16%,14.65,0.43,N/A,Finance
880,CFFS,CF Acquisition Corp. VII,10.65,0.09%,0.01,93223.0,992825.0,295058000.0,27.04%,199.44,0.05,N/A,Finance
881,CFG,"Citizens Financial Group, Inc.",30.60,-1.29%,-0.40,4894000.0,149757000.0,14810000000.0,-18.48%,6.95,4.42,18889.0,Finance
882,CFIV,CF Acquisition Corp. IV,10.52,-1.08%,-0.12,N/A,3177.0,249865000.0,-59.91%,591.01,0.02,N/A,Finance
883,CFLT,"Confluent, Inc.",33.76,-2.43%,-0.84,3363000.0,113546000.0,10210000000.0,20.44%,N/A,-1.65,2761.0,Technology Services
884,CFMS,"Conformis, Inc.",2.25,-0.44%,-0.01,13726.0,30884.0,17724000.0,-65.05%,N/A,-5.71,N/A,Health Technology
885,CFR,"Cullen/Frost Bankers, Inc.",105.16,-1.16%,-1.23,365052.0,38389000.0,6743000000.0,-19.44%,9.88,10.69,4985.0,Finance
886,CFRX,ContraFect Corporation,0.99,-3.50%,-0.04,44895.0,44626.0,3648000.0,-65.67%,N/A,-88.34,N/A,Health Technology
887,CFSB,"CFSB Bancorp, Inc.",7.01,-2.35%,-0.17,2020.0,14160.0,46494000.0,-18.97%,30.45,0.23,N/A,Finance
888,CG,The Carlyle Group Inc.,31.82,-0.87%,-0.28,3109000.0,98934000.0,11454000000.0,-6.28%,28.52,1.13,2100.0,Finance
889,CGA,"China Green Agriculture, Inc.",2.79,-1.75%,-0.05,N/A,1924.0,37266000.0,-30.12%,N/A,-1.39,N/A,Process Industries
890,CGBD,"Carlyle Secured Lending, Inc.",15.12,-2.14%,-0.33,371619.0,5619000.0,768019000.0,9.06%,10.63,1.54,N/A,Finance
891,CGEM,"Cullinan Oncology, Inc.",10.36,-1.52%,-0.16,143785.0,1490000.0,407779000.0,-35.39%,8.51,1.34,N/A,Health Technology
892,CGEN,Compugen Ltd.,1.05,0.00%,0.00,346255.0,363568.0,90956000.0,-20.32%,N/A,-0.39,N/A,Health Technology
893,CGNT,Cognyte Software Ltd.,5.16,0.98%,0.05,177345.0,915100.0,355228000.0,2.42%,N/A,-1.36,1652.0,Technology Services
894,CGNX,Cognex Corporation,48.77,0.04%,0.02,463684.0,22614000.0,8403000000.0,5.33%,49.08,1.00,2441.0,Electronic Technology
895,CGRN,Capstone Green Energy Corporation,0.8788,8.49%,0.0688,86864.0,76336.0,16123999.999999998,-66.01%,N/A,-1.17,N/A,Producer Manufacturing
896,CGTX,"Cognition Therapeutics, Inc.",1.72,0.00%,0.00,10811.0,18595.0,50357000.0,-16.01%,N/A,-0.84,N/A,Health Technology
897,CHCI,"Comstock Holding Companies, Inc.",4.42,-1.78%,-0.08,8418.0,37208.0,42600000.0,1.68%,5.12,0.92,N/A,Consumer Durables
898,CHCO,City Holding Company,97.22,-0.97%,-0.95,31852.0,3097000.0,1459000000.0,13.42%,12.67,7.69,N/A,Finance
899,CHD,"Church & Dwight Company, Inc.",96.05,0.58%,0.55,1096000.0,105242000.0,23633000000.0,10.69%,53.36,1.83,5250.0,Consumer Non-Durables
900,CHDN,"Churchill Downs, Incorporated",122.96,1.18%,1.44,469032.0,57672000.0,9206000000.0,17.63%,26.40,4.74,7000.0,Consumer Services
901,CHE,Chemed Corp,511.59,-0.51%,-2.61,81303.0,41594000.0,7713000000.0,7.83%,34.11,15.15,14167.0,Health Services
902,CHEA,Chenghe Acquisition Co.,10.76,0.00%,0.00,185402.0,1995000.0,154675000.0,N/A,53.45,0.20,N/A,Finance
903,CHEF,"The Chefs' Warehouse, Inc.",28.89,-0.72%,-0.21,386679.0,11171000.0,1146000000.0,-7.26%,65.33,0.55,4124.0,Distribution Services
904,CHEK,Check-Cap Ltd.,3.55,-6.82%,-0.26,63193.0,224335.0,20757000.0,-41.08%,N/A,,N/A,Health Technology
905,CHGG,"Chegg, Inc.",10.13,-3.15%,-0.33,6437000.0,65203999.99999999,1168000000.0,-55.56%,6.25,2.24,2071.0,Commercial Services
906,CHH,"Choice Hotels International, Inc.",133.07,1.16%,1.53,518745.0,69029000.0,6785000000.0,6.74%,23.92,5.61,1800.0,Consumer Services
907,CHK,Chesapeake Energy Corporation,87.78,0.67%,0.58,1562000.0,137100000.0,11618000000.0,0.92%,2.07,46.69,1200.0,Energy Minerals
908,CHKP,Check Point Software Technologies Ltd.,126.37,-0.07%,-0.09,616900.0,77958000.0,15261000000.0,2.33%,18.36,6.94,6026.0,Technology Services
909,CHMG,Chemung Financial Corp,42.30,-0.24%,-0.10,7744.0,327571.0,199250000.0,-8.04%,7.26,5.83,N/A,Finance
910,CHNR,"China Natural Resources, Inc.",2.31,5.96%,0.13,4573.0,10564.0,18918000.0,-37.72%,N/A,-0.09,N/A,Distribution Services
911,CHPT,"ChargePoint Holdings, Inc.",7.97,-0.25%,-0.02,5894000.0,46974000.0,2816000000.0,-46.74%,N/A,-0.98,1650.0,Retail Trade
912,CHRD,Chord Energy Corporation,159.29,-1.62%,-2.62,706020.0,112462000.0,6615000000.0,27.71%,3.89,42.78,N/A,Energy Minerals
913,CHRS,"Coherus BioSciences, Inc.",4.59,-4.18%,-0.20,1668000.0,7657000.0,433610000.0,-47.16%,N/A,-3.32,N/A,Health Technology
914,CHRW,"C.H. Robinson Worldwide, Inc.",97.96,0.04%,0.04,916244.0,89755000.0,11406000000.0,-17.80%,22.55,4.40,17399.0,Transportation
915,CHS,"Chico's FAS, Inc.",5.82,-1.52%,-0.09,1018999.9999999999,5928000.0,718513000.0,-2.34%,6.35,0.95,14238.0,Retail Trade
916,CHSN,Chanson International Holding,1.55,-13.41%,-0.24,13295.0,20607.0,19762000.0,N/A,N/A,-0.10,N/A,Consumer Non-Durables
917,CHTR,"Charter Communications, Inc.",419.95,0.04%,0.17,622094.0,261248000.0,62854000000.0,-13.57%,14.11,30.18,101700.0,Consumer Services
