,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
402,000963,HUADONG MEDICINE,40.29,2.39%,0.94,26493000.0,1067000000.0,69023000000.0,-10.25%,27.65,1.46,14061.0,Health Technology
403,000965,T/TIANBAO INFRASTR,4.52,-0.22%,-0.01,33339000.0,150690000.0,5028000000.0,0.00%,383.05,0.01,N/A,Non-Energy Minerals
404,000966,CHN ENERGY CHANGYU,5.13,-3.57%,-0.19,32560000.000000004,167033000.0,14626000000.0,1.53%,53.38,0.10,5125.0,Utilities
405,000967,INFORE ENVIRONMENT,4.93,-0.80%,-0.04,6095000.0,30048000.0,15509000000.0,0.81%,37.21,0.14,17186.0,Producer Manufacturing
406,000968,SHANXI BLUE FLAME,7.76,-1.52%,-0.12,5115000.0,39696000.0,7624000000.0,-18.09%,14.23,0.55,2027.0000000000002,Process Industries
407,000969,ADVANCED TECH&MAT,9.72,-3.76%,-0.38,45635000.0,443570000.0,10598000000.0,7.26%,49.47,0.20,5507.0,Non-Energy Minerals
408,000970,BEIJING ZHONG KE S,11.94,-1.08%,-0.13,9481000.0,113206000.0,14786000000.0,-37.59%,18.54,0.64,5650.0,Non-Energy Minerals
409,000971,GOSUN HOLDING CO,1.98,-2.46%,-0.05,12824000.0,25392000.0,2129000000.0,3.05%,N/A,-0.53,N/A,Technology Services
410,000972,CHALKIS HEALTH IND,3.80,-1.81%,-0.07,6459000.0,24545000.0,2985000000.0,38.21%,61.09,0.06,N/A,Consumer Non-Durables
411,000973,FSPG HI-TECH C,4.55,-2.57%,-0.12,10555000.0,48024000.0,4518000000.0,-6.79%,35.00,0.13,3165.0,Process Industries
412,000975,YINTAI GOLD CO LTD,13.76,0.29%,0.04,24180000.0,332721000.0,37541000000.0,13.23%,29.55,0.47,1670.0,Non-Energy Minerals
413,000976,GUANGDONG HUATIE T,2.09,0.00%,0.00,10843000.0,22662000.0,3297000000.0,-63.27%,N/A,-0.78,N/A,Producer Manufacturing
414,000977,INSPUR ELECTRONIC,47.05,-3.41%,-1.66,96582000.0,4544000000.0,71811000000.0,96.67%,36.03,1.34,7495.0,Electronic Technology
415,000978,GUILIN TOURISM COR,7.63,-2.55%,-0.20,6204000.0,47336000.0,3665000000.0,29.64%,N/A,-0.50,1984.0,Consumer Services
416,000980,ZOTYE AUTOMOBILE C,4.49,5.15%,0.22,489657000.0,2199000000.0,18260000000.0,-12.14%,N/A,-0.19,2478.0,Producer Manufacturing
417,000981,SENSTEED HI TECH G,1.64,-1.20%,-0.02,74093000.0,121513000.0,16596000000.0,0.36%,N/A,-0.16,11301.0,Producer Manufacturing
418,000982,NX/ZHONGYIN CASHME,1.65,0.00%,0.00,47157000.0,77808000.0,6961000000.0,-22.54%,305.56,0.01,N/A,Process Industries
419,000983,SHANXI COKING CO.E,8.52,-1.05%,-0.09,31721000.0,270267000.0,48880000000.0,-1.23%,4.13,2.06,38384.0,Energy Minerals
420,000985,DAQING HUAKE CO. L,15.66,-1.39%,-0.22,443100.0,6939000.0,2059000000.0000002,1.60%,430.22,0.04,N/A,Process Industries
421,000987,GUANGZHOU YUEXIU.H,7.56,-2.33%,-0.18,41433000.0,313233000.0,38833000000.0,25.85%,14.37,0.53,1201.0,Finance
422,000988,HUAGONG TECH CO,34.68,-9.99%,-3.85,113912000.0,3950000000.0,38742000000.0,62.37%,35.29,0.98,8296.0,Producer Manufacturing
423,000989,JIUZHITANG CO.LTD,11.38,1.61%,0.18,15243000.0,173469000.0,9257000000.0,26.53%,41.32,0.28,3416.0,Health Technology
424,000990,CHENGZHI CO. LTD.,8.11,-0.37%,-0.03,4026000.0,32648000.000000004,9585000000.0,-23.35%,N/A,-0.12,4218.0,Process Industries
425,000993,FUJIAN MINDONG ELE,10.71,-0.74%,-0.08,4650000.0,49802000.0,4941000000.0,-10.90%,28.91,0.37,1728.0,Utilities
426,000995,GANSU HUANGTAI WIN,17.03,-0.12%,-0.02,587211.0,10000000.0,3025000000.0,-4.11%,366.24,0.05,N/A,Consumer Non-Durables
427,000996,CHINA CIFCO INVEST,4.41,-2.00%,-0.09,6194000.0,27314000.0,1553000000.0,-32.02%,N/A,-0.01,N/A,Retail Trade
428,000997,NEWLAND DIGITAL TE,19.20,-0.67%,-0.13,9525000.0,182871000.0,19576000000.0,31.14%,N/A,-0.16,6620.0,Electronic Technology
429,000998,YUAN LONGPING HIGH,16.11,-1.04%,-0.17,8244999.999999999,132832000.0,21134000000.0,7.46%,N/A,-0.58,2612.0,Process Industries
430,000999,CHINA RESOURCES SA,52.60,-0.49%,-0.26,8087000.0,425359000.0,52235000000.0,43.95%,18.65,2.82,15599.0,Health Technology
431,001201,DONGRUI FOOD GROUP,25.04,-1.14%,-0.29,592567.0,14838000.0,5390000000.0,-30.79%,N/A,-0.54,1595.0,Consumer Non-Durables
432,001202,GUANGDONG JUSHEN L,15.32,-2.85%,-0.45,956300.0,14651000.0,2031000000.0000002,5.77%,49.98,0.31,N/A,Transportation
433,001203,INNER MONGOLIA DAZ,11.32,-0.70%,-0.08,1865000.0,21113000.0,17191000000.0,1.61%,23.57,0.48,3283.0,Non-Energy Minerals
434,001205,NANJING SHENGHANG,20.59,-0.87%,-0.18,845000.0,17399000.0,3551000000.0,-16.17%,19.81,1.04,N/A,Transportation
435,001206,TIANJIN YIYI HYGIE,14.93,-0.47%,-0.07,664016.0,9914000.0,2773000000.0,-6.01%,21.24,0.70,1443.0,Consumer Non-Durables
436,001207,SHANDONG LINK SCIE,16.02,-1.42%,-0.23,1358000.0,21760000.0,3289000000.0,5.74%,27.71,0.58,N/A,Commercial Services
437,001208,HUNAN VALIN WIRE&C,9.67,-0.21%,-0.02,2370000.0,22921000.0,5179000000.0,-14.71%,52.07,0.19,N/A,Producer Manufacturing
438,001209,GUANGDONG HONGXING,16.23,-1.76%,-0.29,1174000.0,19052000.0,2173000000.0,9.55%,N/A,-0.06,2242.0,Consumer Non-Durables
439,001210,KINGFORE ENERGY GP,21.75,-1.09%,-0.24,1136000.0,24715000.0,2395000000.0,4.18%,20.63,1.05,N/A,Industrial Services
440,001211,SUNCHA TECHNOLOGY,21.63,-1.41%,-0.31,400100.0,8654000.0,1580000000.0,-10.30%,N/A,-0.38,1381.0,Non-Energy Minerals
441,001212,SINOSTONE (GUANGDO,25.80,0.47%,0.12,799700.0,20632000.0,3027000000.0,-30.48%,35.14,0.73,996.0,Non-Energy Minerals
442,001213,CHINA RAILWAY SPEC,4.48,-0.44%,-0.02,9402000.0,42120000.0,20000000000.0,-6.05%,45.39,0.10,3275.0,Transportation
443,001215,ZHENGZHOU QIANWEIY,67.53,-1.52%,-1.04,570199.0,38506000.0,5941000000.0,43.56%,56.61,1.22,2199.0,Consumer Non-Durables
444,001216,HUNAN HUALIAN CHIN,12.91,-1.00%,-0.13,1157000.0,14932000.0,3284000000.0,-11.95%,18.34,0.70,5056.0,Consumer Durables
445,001217,ANHUI HUAERTAI CHE,11.77,-1.42%,-0.17,807600.0,9505000.0,3963000000.0,-10.36%,20.11,0.59,1187.0,Process Industries
446,001218,HUNAN RESUN CO LTD,22.36,-0.71%,-0.16,570320.0,12752000.0,2965000000.0,-1.62%,21.96,1.02,N/A,Process Industries
447,001219,QINGDAO FOODS CO L,18.80,-1.73%,-0.33,2441000.0,45899000.0,2869000000.0,18.88%,28.86,0.65,N/A,Consumer Non-Durables
448,001222,WENZHOU YUANFEI PE,15.27,-0.39%,-0.06,869180.0,13272000.0,2926000000.0,N/A,N/A,,1928.0,Consumer Non-Durables
449,001223,OK SCI AND TECH CO,79.53,-4.37%,-3.63,1216000.0,96693000.0,5545000000.0,N/A,30.35,2.62,N/A,Producer Manufacturing
450,001225,HANGZHOU HOTA M&E,43.75,-0.39%,-0.17,164000.0,7175000.0,2840000000.0,N/A,N/A,,N/A,Producer Manufacturing
451,001226,ANHUI TUOSHAN HEAV,29.09,-0.95%,-0.28,574452.0,16710999.999999998,2193000000.0,N/A,48.55,0.60,N/A,Producer Manufacturing
452,001227,BANK OF LANZHOU CO,3.10,0.00%,0.00,59231000.0,183616000.0,17657000000.0,-28.24%,N/A,0.31,4189.0,Finance
453,001228,YONGTAIYUN CHEMICA,39.20,0.51%,0.20,428600.0,16801000.0,4051000000.0,N/A,N/A,,N/A,Transportation
454,001229,GUANGDONG AVCIT TE,30.01,-1.06%,-0.32,544900.0,16352000.0,3033000000.0,N/A,34.79,0.86,N/A,Electronic Technology
455,001230,JINGLV ENVIRONMENT,24.48,-0.20%,-0.05,480663.0,11767000.0,2732000000.0,N/A,21.67,1.13,36012.0,Consumer Non-Durables
456,001231,NORSYN CROP TECHNO,20.70,-1.33%,-0.28,644300.0,13337000.0,2097999999.9999998,N/A,25.71,0.81,N/A,Process Industries
457,001234,JIANGSU TIMES TEXT,37.70,0.11%,0.04,2479000.0,93441000.0,4017000000.0000005,56.92%,62.20,0.61,2312.0,Consumer Non-Durables
458,001236,HOLLY FUTURES CO L,14.63,0.14%,0.02,20767000.0,303815000.0,417344000.0,61.92%,1318.02,,N/A,Finance
459,001238,ZHEJIANG ZHENGTE C,22.68,-1.31%,-0.30,540700.0,12263000.0,2528000000.0,N/A,39.08,0.58,1609.0,Consumer Durables
460,001255,ZHEJIANG BOFAY ELE,36.82,-0.73%,-0.27,551500.0,20306000.0,2967000000.0,N/A,N/A,,N/A,Process Industries
461,001256,ZHEJIANG WEIGANG T,17.79,-0.34%,-0.06,425001.0,7561000.0,2546000000.0,N/A,N/A,,N/A,Producer Manufacturing
462,001258,XINJIANG LIXIN ENE,9.08,-0.33%,-0.03,1919000.0,17420000.0,8503000000.0,N/A,43.72,0.21,N/A,Utilities
463,001259,BEIJING LIVEN TECH,28.16,-0.64%,-0.18,435100.0,12252000.0,2085999999.9999998,N/A,40.69,0.69,N/A,Consumer Durables
464,001260,SHANDONG KUNTAI NE,21.12,0.57%,0.12,1073000.0,22658000.0,2415000000.0,N/A,N/A,,N/A,Process Industries
465,001266,SHANGHAI SMART CON,26.68,-0.85%,-0.23,1250000.0,33339000.0,2767000000.0,N/A,62.23,0.43,N/A,Producer Manufacturing
466,001267,HUI LYU ECOLOGICAL,5.89,-0.17%,-0.01,7719000.0,45464000.0,4600000000.0,32.49%,75.32,0.08,N/A,Commercial Services
467,001268,GUANGDONG YANGSHAN,21.40,-1.38%,-0.30,382469.0,8185000.000000001,2342000000.0,N/A,35.30,0.61,1096.0,Producer Manufacturing
468,001269,INNER MONGOLIA OJI,52.74,-2.04%,-1.10,2019000.0000000002,106459000.0,10359000000.0,N/A,19.77,1.91,3319.0,Electronic Technology
469,001270,ZHEJIANG CHENGCHAN,86.95,2.13%,1.81,1318000.0,114598000.0,13328000000.0,N/A,82.38,0.86,N/A,Electronic Technology
470,001278,NINGBO YIBIN ELECT,21.50,-1.83%,-0.40,984154.0,21159000.0,2710000000.0,N/A,23.67,0.91,2407.0,Producer Manufacturing
471,001282,WUHU SANLIAN FORGI,29.57,-0.97%,-0.29,1590000.0,47030000.0,3385000000.0,N/A,N/A,,1790.0,Producer Manufacturing
472,001283,SHENZHEN HIGHPOWER,48.27,0.12%,0.06,203200.0,9808000.0,3857000000.0,N/A,32.65,1.48,3958.0,Producer Manufacturing
473,001286,SHAANXI ENERGY INV,9.98,-0.70%,-0.07,13180000.0,131538000.00000001,37688000000.0,N/A,N/A,,N/A,Utilities
474,001287,SHENZHEN CECPORT T,26.15,1.16%,0.30,8210000.000000001,214700000.0,19643000000.0,N/A,49.60,0.53,N/A,Distribution Services
475,001288,SICHUAN ZIGONG CON,17.13,-0.29%,-0.05,1184000.0,20285000.0,2749000000.0,-3.48%,29.62,0.58,1061.0,Producer Manufacturing
476,001296,CHONGQING CHANGJIA,21.59,0.75%,0.16,1322000.0,28551000.0,2290000000.0,-8.26%,30.37,0.71,N/A,Non-Energy Minerals
477,001298,SHENZHEN BEST OF B,22.92,-1.46%,-0.34,892692.0,20461000.0,3238000000.0,N/A,N/A,,N/A,Distribution Services
478,001299,SHANXI MEINENG CLE,15.85,-1.86%,-0.30,947487.0,15018000.0,3029000000.0,N/A,N/A,,N/A,Utilities
479,001300,SPORTSOUL CO LTD,12.49,-1.34%,-0.17,1173000.0,14652000.0,771551000.0,N/A,N/A,,1074.0,Consumer Durables
480,001301,SHIJIAZHUANG SHANG,58.89,0.51%,0.30,1295000.0,76277000.0,15220000000.0,N/A,N/A,,3049.0,Producer Manufacturing
481,001308,SHENZHEN KTC TECHN,25.05,0.12%,0.03,1734000.0,43437000.0,17018999999.999998,N/A,10.57,2.02,6263.0,Producer Manufacturing
482,001309,SHENZHEN TECHWINSE,71.00,-2.22%,-1.61,1611000.0,114395000.0,2033000000.0,N/A,1258.87,0.04,N/A,Electronic Technology
483,001311,CHUZHOU DUOLI AUTO,50.65,-3.38%,-1.77,2782000.0,140914000.0,9631000000.0,N/A,16.04,2.43,1292.0,Producer Manufacturing
484,001313,GUANGDONG YUEHAI F,8.73,-1.36%,-0.12,2129000.0,18590000.0,6166000000.0,N/A,56.58,0.15,3366.0,Process Industries
485,001314,EMDOOR INFORMATION,40.11,-1.18%,-0.48,2492000.0,99962000.0,5701000000.0,N/A,N/A,,1196.0,Electronic Technology
486,001316,LUBAIR AVIATION TE,35.98,-2.57%,-0.95,909050.0,32708000.0,2954000000.0,N/A,33.63,1.07,N/A,Distribution Services
487,001317,SAN YANG MA (CHONG,36.70,0.96%,0.35,1328000.0,48745000.0,2909000000.0,-13.06%,187.44,0.20,N/A,Transportation
488,001318,JIANGXI SUNSHINE D,14.33,-3.37%,-0.50,4372000.0,62644000.0,4192000000.0,N/A,37.42,0.38,1086.0,Consumer Non-Durables
489,001319,WINSTECH PRECISION,20.02,-1.28%,-0.26,654091.0,13095000.0,2868000000.0,N/A,40.62,0.49,1437.0,Producer Manufacturing
490,001322,ARROW HOME GROUP C,17.77,0.51%,0.09,6546000.0,116324000.0,17072000000.0,N/A,30.11,0.59,15885.0,Producer Manufacturing
491,001323,DE RUCCI HEALTHY S,36.18,0.53%,0.19,531200.0,19219000.0,14396000000.0,N/A,21.09,1.72,6041.0,Consumer Durables
492,001324,CHANGZHOU EVERGREE,21.15,-0.24%,-0.05,1610000.0,34043000.0,2926000000.0,N/A,N/A,,N/A,Non-Energy Minerals
493,001328,DENCARE (CHONGQING,34.32,2.97%,0.99,6574000.0,225626000.0,5739000000.0,N/A,N/A,,N/A,Consumer Non-Durables
494,001330,BONA FILM GROUP CO,9.01,-2.17%,-0.20,15386000.0,138628000.0,12659000000.0,N/A,N/A,,1573.0,Consumer Services
495,001331,SENTON ENERGY CO,17.07,0.00%,0.00,567265.0,9683000.0,2868000000.0,N/A,N/A,,N/A,Energy Minerals
496,001332,WUXI CHEMICAL EQUI,38.37,0.60%,0.23,412399.0,15824000.0,4119000000.0,N/A,N/A,,N/A,Producer Manufacturing
497,001333,ZHEJIANG GUANGHUA,25.06,-0.20%,-0.05,319200.0,7999000.0,3214000000.0,N/A,N/A,,N/A,Process Industries
498,001336,HANGZHOU CHUHUAN S,26.10,-0.99%,-0.26,645003.0,16835000.0,2119000000.0000002,N/A,34.58,0.75,N/A,Producer Manufacturing
499,001337,SICHUAN RONGDA GOL,32.62,-2.60%,-0.87,6930000.0,226065000.0,14066000000.0,N/A,N/A,,N/A,Non-Energy Minerals
500,001338,GDH SUPERTIME GROU,18.36,-0.05%,-0.01,5192000.0,95325000.0,2304000000.0,N/A,N/A,,N/A,Consumer Non-Durables
501,001339,JWIPC TECHNOLOGY C,26.40,-1.01%,-0.27,1920000.0,50696000.0,6645000000.0,N/A,55.61,0.47,1621.0,Technology Services
502,001360,NANCHANG MINERAL S,18.02,1.64%,0.29,4255000.0,76673000.0,3617000000.0,N/A,30.16,0.60,N/A,Producer Manufacturing
503,001366,BOEN GROUP CO LTD,15.36,-2.17%,-0.34,1631000.0,25046000.0,2523000000.0,N/A,N/A,,N/A,Process Industries
504,001367,ZHEJIANG HAISEN PH,49.54,6.04%,2.82,4978000.0,246591000.0,3177000000.0,N/A,N/A,,N/A,Process Industries
505,001368,TONGDA SMART TECH,24.76,1.14%,0.28,1351000.0,33456000.000000004,2742000000.0,N/A,21.07,1.18,N/A,Producer Manufacturing
506,001373,JIANGSU TOPFLY NEW,43.26,1.55%,0.66,2992000.0,129442000.0,2926000000.0,N/A,N/A,,N/A,Health Technology
507,001380,HWAWAY TECH CORP L,30.76,-4.83%,-1.56,2039000.0000000002,62724000.0,4165000000.0,N/A,N/A,,N/A,Producer Manufacturing
508,001696,CHONGQING ZONGSHEN,6.90,-1.99%,-0.14,7198000.0,49668000.0,8061000000.0,4.45%,19.94,0.35,7246.0,Producer Manufacturing
509,001872,CHINA MERCHANTS P.,16.32,-0.24%,-0.04,1976000.0,32241999.999999996,39265000000.0,38.73%,11.12,1.47,15801.0,Transportation
510,001896,HENAN YUNENG HLDG,4.63,-1.49%,-0.07,7423000.0,34368000.0,7171000000.0,-21.14%,N/A,-1.40,3707.0,Utilities
511,001914,CHINA MERCHANTS P,15.80,-0.50%,-0.08,3143000.0,49663000.0,16838000000.000002,-5.53%,26.47,0.60,49005.0,Finance
512,001965,CHINA MERCHANTS EX,9.06,0.11%,0.01,5060000.0,45848000.0,55976000000.0,26.54%,12.15,0.83,6540.0,Transportation
513,001979,CHINA MERCHANTS SH,13.72,0.66%,0.09,52833000.0,724874000.0,102975000000.0,6.99%,N/A,0.53,58037.0,Finance
514,002001,ZHEJIANG NHU CO,16.41,0.31%,0.05,6613000.0,108522000.0,50567000000.0,-18.16%,16.48,1.00,11526.0,Health Technology
515,002002,HONGDA XINGYE CO L,2.35,-2.08%,-0.05,63380000.0,148943000.0,7441000000.0,-33.15%,41.01,0.06,4024.0,Process Industries
516,002003,ZHEJIANG WEIXING I,9.92,0.00%,0.00,1491000.0,14790000.0,11840000000.0,-5.67%,20.96,0.47,8507.0,Producer Manufacturing
517,002004,HUAPONT-LIFE SCIEN,5.12,-0.19%,-0.01,7718000.0,39518000.0,10157000000.0,-13.19%,22.95,0.22,12476.0,Process Industries
518,002005,ELEC-TECH INTL CO,1.41,0.71%,0.01,4959000.0,6992000.0,2453000000.0,-14.63%,N/A,-0.21,2325.0,Consumer Durables
519,002006,ZHEJIANG JINGGON.I,18.84,1.29%,0.24,6416000.0,120885000.0,8465999999.999999,-41.40%,27.14,0.69,1310.0,Producer Manufacturing
520,002007,HUALAN BIOLOGICAL,22.59,0.80%,0.18,7062000.0,159528000.0,40845000000.0,11.33%,34.57,0.65,3243.0,Health Technology
521,002008,HAN'S LASER TECHNO,24.27,-0.78%,-0.19,7303000.0,177254000.0,25361000000.0,-28.88%,25.04,0.97,18335.0,Producer Manufacturing
522,002009,MIRACLE AUTOMATION,12.79,-0.62%,-0.08,1973000.0,25231000.0,4899000000.0,-40.97%,N/A,-0.51,3038.0,Producer Manufacturing
523,002010,TRANSFAR ZHILIAN C,5.48,-0.90%,-0.05,8416000.0,46119000.0,15230000000.0,0.73%,20.24,0.27,5137.0,Process Industries
524,002011,ZHEJIANG DUN AN AR,12.59,-3.15%,-0.41,12332000.0,155260000.0,13736000000.0,-19.22%,12.87,0.98,10180.0,Producer Manufacturing
525,002012,ZHEJIANG KAN SPECI,5.89,-0.84%,-0.05,13144000.0,77415000.0,2778000000.0,6.07%,31.07,0.19,1215.0,Process Industries
526,002014,HUANGSHAN NOVEL CO,8.60,-0.92%,-0.08,1643000.0,14127000.0,5030000000.0,21.16%,13.96,0.62,2252.0,Process Industries
527,002015,GCL ENERGY TECHNOL,12.13,-0.57%,-0.07,7429000.0,90119000.0,19805000000.0,-23.85%,23.57,0.51,3214.0,Utilities
528,002016,GUANGDONG SHIRONGZ,7.07,-0.42%,-0.03,4205000.0,29729000.0,5745000000.0,9.91%,N/A,,N/A,Health Technology
529,002017,EASTCOMPEACE TECH,11.50,-0.69%,-0.08,6529000.0,75089000.0,6721000000.0,13.27%,56.15,0.20,1524.0,Electronic Technology
530,002019,YIFAN PHARMACEUTIC,13.47,1.13%,0.15,5098000.0,68669000.0,16052000000.0,9.54%,112.34,0.12,4338.0,Health Technology
531,002020,ZHEJIANG JINGXIN P,11.51,-0.35%,-0.04,11914000.0,137135000.0,9331000000.0,35.09%,14.62,0.79,4101.0,Health Technology
532,002021,ZOJE RESOURCES INV,2.12,2.42%,0.05,13667000.0,28975000.0,1424000000.0,7.25%,N/A,-0.62,1215.0,Producer Manufacturing
533,002022,SHANGHAI KEHUA BIO,9.35,1.63%,0.15,4566000.0,42697000.0,4727000000.0,-17.27%,4.96,1.95,N/A,Health Technology
534,002023,SICHUAN HAITE HIGH,9.19,-1.29%,-0.12,5223000.0,47998000.0,7124000000.0,-12.18%,1435.94,0.01,1182.0,Transportation
535,002024,SUNING COM,2.06,-0.96%,-0.02,13794000.0,28415000.0,19038000000.0,-1.42%,N/A,-1.64,35583.0,Retail Trade
536,002025,GUIZHOU SPACE APPL,57.48,-1.54%,-0.90,1456000.0,83677000.0,26678000000.0,-26.15%,42.41,1.36,5508.0,Electronic Technology
537,002026,SHANDONG WEIDA MAC,9.26,-2.53%,-0.24,9348000.0,86564000.0,4059999999.9999995,-30.93%,25.90,0.36,3150.0,Producer Manufacturing
538,002027,FOCUS MEDIA INFORM,7.43,-1.20%,-0.09,55555000.0,412770000.0,108605000000.0,29.88%,38.30,0.19,5036.0,Producer Manufacturing
539,002028,SIEYUAN ELECTRIC C,51.50,0.76%,0.39,3639000.0,187394000.0,39365000000.0,16.63%,30.78,1.67,6684.0,Electronic Technology
540,002029,FUJIAN SEPTWOLVES,6.31,-1.41%,-0.09,5943000.0,37498000.0,4512000000.0,20.53%,22.89,0.28,2604.0,Consumer Non-Durables
541,002030,DAAN GENE CO LTD,10.00,0.91%,0.09,8877000.0,88774000.0,13588000000.0,-46.76%,N/A,1.59,3580.0,Health Technology
542,002031,GREATOO INTELLIGEN,3.79,-1.04%,-0.04,84040000.0,318511000.0,8423999999.999999,-13.15%,212.92,0.02,1926.0,Finance
543,002032,ZHEJIANG SUPOR CO,50.66,-1.46%,-0.75,1520000.0,76985000.0,41072000000.0,15.01%,N/A,2.50,10224.0,Consumer Durables
544,002033,LIJIANG YULONG TOU,10.45,-3.78%,-0.41,16003000.0,167232000.0,5967000000.0,36.78%,65.89,0.16,1576.0,Consumer Services
545,002034,WANGNENG ENVIRONME,15.99,-0.19%,-0.03,1089000.0,17416000.0,6859000000.0,-33.22%,11.64,1.67,2630.0,Industrial Services
546,002035,VATTI CORPORATION,6.25,-2.19%,-0.14,12207000.0,76295000.0,5279000000.0,10.17%,34.02,0.18,5262.0,Consumer Durables
547,002036,LIANCHUANG ELECTRO,10.82,-2.96%,-0.33,29255000.0,316539000.0,11918000000.0,-36.18%,N/A,-0.12,N/A,Electronic Technology
548,002037,POLY UNION CHEMICA,9.45,-0.11%,-0.01,4115000.0,38886000.0,4578000000.0,3.05%,N/A,-1.58,7874.0,Industrial Services
549,002038,BEIJING SL PHARMAC,9.54,1.17%,0.11,15966000.0,152313000.0,9688000000.0,1.62%,26.27,0.36,N/A,Health Technology
550,002039,GUIZHOU QIANYUAN P,13.92,-0.43%,-0.06,918660.0,12788000.0,5977000000.0,-5.80%,19.13,0.73,N/A,Utilities
551,002040,NANJING PORT CO LT,6.90,-0.86%,-0.06,2740000.0,18904000.0,3419000000.0,6.38%,24.67,0.28,N/A,Transportation
552,002041,SHANDONG DENGHAI S,16.15,-1.58%,-0.26,4152000.0,67053000.0,14441000000.0,-18.76%,73.38,0.22,N/A,Process Industries
553,002042,HUAFU FASHION CO L,3.18,-0.63%,-0.02,6712000.0,21344000.0,5145000000.0,-8.83%,N/A,-0.27,13688.0,Process Industries
554,002043,DEHUA TB NEW DECOR,10.87,-1.63%,-0.18,24932000.0,271013000.0,8644000000.0,39.87%,18.96,0.57,4169.0,Non-Energy Minerals
555,002044,MEINIAN ONEHEALTH,6.87,0.73%,0.05,23500000.0,161442000.0,26533000000.0,39.75%,N/A,-0.07,36872.0,Health Services
556,002045,GUOGUANG ELECTRIC,13.72,-1.44%,-0.20,5127000.0,70346000.0,6273000000.0,42.77%,34.41,0.40,N/A,Consumer Durables
557,002046,SINOMACH PRECISION,11.34,-1.56%,-0.18,2991000.0,33920000.0,6096000000.0,-28.04%,23.38,0.49,1846.0,Producer Manufacturing
558,002047,SHENZHEN BAUING CO,3.26,-0.61%,-0.02,7508000.0,24474000.0,4928000000.0,-14.36%,N/A,-1.48,1566.0,Producer Manufacturing
559,002048,NINGBO HUAXIANG EL,13.55,-0.73%,-0.10,2284000.0,30945000.0,11112000000.0,-18.56%,10.82,1.25,18845.0,Producer Manufacturing
560,002049,UNIGROUP GUOXIN MI,92.25,-0.83%,-0.77,4716000.0,435069000.0,79032000000.0,-44.58%,29.26,3.16,2236.0,Electronic Technology
561,002050,ZHEJIANG SANHUA IN,28.40,-2.51%,-0.73,18450000.0,523984000.00000006,105631000000.0,0.25%,38.00,0.76,14860.0,Producer Manufacturing
562,002051,CHINA CAMC ENGINEE,11.92,-0.75%,-0.09,13759000.0,164004000.0,14861000000.0,58.86%,39.25,0.30,4329.0,Industrial Services
563,002052,SHENZHEN COSHIP EL,1.91,0.53%,0.01,3417000.0,6526000.0,1417000000.0,-22.76%,N/A,-0.07,N/A,Electronic Technology
564,002053,YUNNAN ENERGY INV.,11.31,0.62%,0.07,4656000.0,52658000.0,10349000000.0,11.66%,29.69,0.38,2272.0,Process Industries
565,002054,DYMATIC CHEMICALS,6.96,-0.29%,-0.02,1073000.0,7470000.0,3365000000.0,-15.50%,88.78,0.08,1739.0,Process Industries
566,002055,SHENZHEN DEREN ELE,9.27,-3.13%,-0.30,13275000.0,123063000.0,5785000000.0,-27.77%,N/A,-0.50,9688.0,Producer Manufacturing
567,002056,HENGDIAN GROUP DME,17.26,-0.46%,-0.08,6807000.0,117482000.0,28209000000.0,-25.00%,14.76,1.17,16120.999999999998,Producer Manufacturing
568,002057,SINOSTEEL NEW MATE,9.56,-2.15%,-0.21,6035000.0,57698000.0,7416000000.0,-25.36%,18.66,0.51,1332.0,Process Industries
569,002058,SHANGHAI WELLTECH,10.50,-0.19%,-0.02,1755000.0,18423000.0,1509000000.0,-27.50%,N/A,-0.17,N/A,Electronic Technology
570,002059,YUNNAN TOURISM CO,6.34,-1.86%,-0.12,5866000.0,37192000.0,6540000000.0,-3.00%,N/A,-0.29,1757.0,Consumer Services
571,002060,GUANGDONG NO.2 HYD,6.36,-0.16%,-0.01,10727000.0,68222000.0,23915000000.0,164.17%,18.35,0.35,4234.0,Industrial Services
572,002061,ZHEJIANG COMMUNICA,4.32,-0.46%,-0.02,19437000.0,83968000.0,11280000000.0,-3.40%,8.21,0.54,7728.0,Industrial Services
573,002062,HONGRUN CONSTRUCT,5.54,-0.18%,-0.01,7250000.0,40164000.0,6119000000.0,-4.64%,14.97,0.37,1613.0,Industrial Services
574,002063,YGSOFT INC,6.86,-0.58%,-0.04,9825000.0,67398000.0,13145000000.0,27.58%,40.47,0.17,3604.0,Technology Services
575,002064,HUAFON CHEMICAL CO,7.37,0.00%,0.00,7127000.0,52526000.0,36574000000.0,-6.94%,17.31,0.43,8476.0,Process Industries
576,002065,DHC SOFTWARE CO,6.95,-0.57%,-0.04,22747000.0,158092000.0,22406000000.0,12.38%,53.09,0.13,11725.0,Technology Services
577,002066,RUITAI MATERIALS T,11.62,-1.27%,-0.15,1981000.0,23024000.0,2719000000.0,0.86%,38.20,0.30,2926.0,Non-Energy Minerals
578,002067,ZHEJIANG JINGXING,3.50,-0.57%,-0.02,5425000.0,18989000.0,4203000000.0000005,-1.95%,87.28,0.04,2077.0,Process Industries
