,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
2798,301499,SHANGHAI VICO PREC,44.10,-8.32%,-4.00,15468000.0,682137000.0,6650000000.0,N/A,N/A,,N/A,Producer Manufacturing
2799,301503,G.TECH TECHNOLOGY,36.05,-1.77%,-0.65,3575000.0,128883999.99999999,2936000000.0,N/A,N/A,,1630.0,Electronic Technology
2800,301505,SUZHOU PLANNING AN,59.81,1.13%,0.67,8202000.0,490535000.0,5204000000.0,N/A,N/A,,N/A,Industrial Services
2801,301509,KINGCHEM (LIAONING,92.10,16.29%,12.90,15235000.0,1403000000.0,6814000000.0,N/A,N/A,,N/A,Health Technology
2802,301512,SHENZHEN INTELLIGE,66.88,-1.66%,-1.13,3741000.0,250228000.0,3627000000.0,N/A,N/A,,N/A,Producer Manufacturing
2803,301515,SICHUAN GANGTONG M,42.42,20.00%,7.07,16326000.0,692553000.0,3535000000.0,N/A,N/A,,1084.0,Health Technology
2804,301518,CHANGHUA CHEMICAL,36.94,0.19%,0.07,21703000.0,801708000.0,5168000000.0,N/A,N/A,,N/A,Process Industries
2805,301519,ANHUI SHUNYU WATER,32.50,1.21%,0.39,16888000.0,548871000.0,5271000000.0,N/A,N/A,,N/A,Producer Manufacturing
2806,600000,SHANGHAI PUDONG DEVELOPMENT BANK,7.55,0.40%,0.03,17793000.0,134334000.0,220728000000.0,5.62%,5.68,1.60,64730.99999999999,Finance
2807,600004,"GUANGZHOU BAIYUN INTERNATIONAL AIRPORT CO.,LTD.",13.87,-0.43%,-0.06,8453000.0,117239000.0,32968000000.000004,5.53%,N/A,-0.40,10168.0,Transportation
2808,600006,"DONGFENG AUTOMOBILE CO.,LTD",6.06,-1.46%,-0.09,16553000.0,100311000.0,12300000000.0,-10.87%,46.26,0.13,4609.0,Consumer Durables
2809,600007,CHINA WORLD TRADE CENTER COMPANY LTD.,19.75,0.05%,0.01,1378000.0,27214000.0,19884000000.0,37.75%,17.03,1.16,1902.0,Finance
2810,600008,"BEIJING CAPITAL ECO-ENVIRONMENT PROTECTION GROUP CO.,LTD.",2.98,0.00%,0.00,29744000.0,88638000.0,21875000000.0,5.67%,6.91,0.43,16702.0,Utilities
2811,600009,SHANGHAI INTERNATIONAL AIRPORT,46.19,0.11%,0.05,6471000.0,298902000.0,114819000000.0,-14.65%,N/A,-1.13,12127.0,Transportation
2812,600010,"INNER MONGOLIA BAOTOU STEEL UNION CO.,LTD.",1.89,0.00%,0.00,171093000.0,323366000.0,85815000000.0,-12.85%,N/A,-0.02,28156.0,Non-Energy Minerals
2813,600011,"HUANENG POWER INTERNATIONAL, INC.",8.90,-1.66%,-0.15,47110000.0,419279000.0,119062000000.0,38.20%,72.42,0.12,57069.0,Utilities
2814,600012,ANHUI EXPRESSWAY COMPANY LIMITED,9.94,-1.00%,-0.10,5133000.0,51020000.0,15177000000.0,49.58%,11.00,0.90,1972.0,Transportation
2815,600015,"HUA XIA BANK CO., LIMITED",5.73,0.00%,0.00,17091000.0,97929000.0,91193000000.0,15.98%,3.69,1.55,40556.0,Finance
2816,600016,CHINA MINSHENG BANK,4.00,1.01%,0.04,85894000.0,343576000.0,162543000000.0,10.99%,4.89,0.82,62615.0,Finance
2817,600017,"RIZHAO PORT CO.,LTD.",3.02,-0.66%,-0.02,19164000.0,57874000.0,9350000000.0,5.19%,15.41,0.20,5637.0,Transportation
2818,600018,"SHANGHAI INTERNATIONAL PORT (GROUP) CO., LTD",5.33,-0.19%,-0.01,9302000.0,49582000.0,123777000000.0,-1.11%,8.08,0.66,13291.0,Transportation
2819,600019,BAOSHAN IRON & STEEL,6.37,0.16%,0.01,43836000.0,279233000.0,141230000000.0,19.07%,13.27,0.48,44445.0,Non-Energy Minerals
2820,600020,HENAN ZHONGYUAN EXPRESSWAY COMPANY LIMITED,3.70,-1.33%,-0.05,9201000.0,34043000.0,8428000000.000001,25.84%,21.59,0.17,3464.0,Transportation
2821,600021,SHANGHAI ELECTRIC POWER COMPANY LIMITED,10.01,-1.09%,-0.11,23653000.0,236762000.0,28505000000.0,13.07%,51.92,0.19,6754.0,Utilities
2822,600022,SHANDONG IRON AND STEEL COMPANY LTD,1.55,0.00%,0.00,37820000.0,58621000.0,16199000000.000002,-5.37%,N/A,-0.03,16967.0,Non-Energy Minerals
2823,600023,"ZHEJIANG ZHENENG ELECTRIC POWER CO.,LTD",4.70,-2.29%,-0.11,36261000.0,170427000.0,64495999999.99999,36.27%,N/A,-0.11,9369.0,Utilities
2824,600025,HUANENG LANCANG RIVER HYDROPOWER INC.,7.11,-0.28%,-0.02,12579000.0,89433000.0,128340000000.0,1.28%,18.65,0.38,3757.0,Utilities
2825,600026,COSCO SHIPPING ENERGY TRANSPORTATION,13.57,-0.66%,-0.09,11187000.0,151812000.0,57180000000.0,9.30%,44.42,0.31,8384.0,Transportation
2826,600027,HUADIAN POWER INTERNATIONAL CORPORATION LIMITED,5.65,-2.42%,-0.14,65846000.0,372031000.0,54847000000.0,36.34%,146.37,0.06,24755.0,Utilities
2827,600028,CHINA PETROLEUM & CHEMICAL CORPORATION,6.13,-0.33%,-0.02,78875000.0,483504000.0,685449000000.0,44.86%,N/A,,374791.0,Energy Minerals
2828,600029,CHINA SOUTHERN AIRLINES COMPANY LIMITED,6.74,-1.03%,-0.07,28333000.0,190964000.0,111459000000.0,18.28%,N/A,-1.70,97899.0,Transportation
2829,600030,CITIC SECURITIES COMPANY LIMITED,24.91,0.04%,0.01,163924000.0,4083000000.0,336483000000.0,31.18%,N/A,1.46,N/A,Finance
2830,600031,"SANY HEAVY INDUSTRY CO.,LTD",16.48,-3.29%,-0.56,107210000.0,1767000000.0,143827000000.0,3.44%,33.23,0.50,26374.0,Producer Manufacturing
2831,600032,ZHEJIANG PROVINCIAL NEW ENERGY INVESTMENT GROUP,11.33,-0.61%,-0.07,2368000.0,26832000.0,23712000000.0,-15.43%,34.06,0.33,N/A,Finance
2832,600033,FUJIAN EXPRESSWAY DEVELOPMENT COMPANY LIMITED,3.16,-1.56%,-0.05,10240000.0,32357999.999999996,8810000000.0,13.83%,10.24,0.31,1312.0,Transportation
2833,600035,"HUBEI CHUTIAN SMART COMMUNICATION CO.,LTD.",3.96,-1.25%,-0.05,13599000.0,53851000.0,6457000000.0,19.35%,7.69,0.52,1700.0,Industrial Services
2834,600036,CHINA MERCHANTS BANK,34.02,-0.38%,-0.13,38683000.0,1316000000.0,856348000000.0,0.36%,N/A,,112999.0,Finance
2835,600037,BEIJING GEHUA CATV NETWORK,8.46,-2.31%,-0.20,12531000.0,106016000.0,12053000000.0,3.34%,66.09,0.13,3409.0,Industrial Services
2836,600038, AVICOPTER PLC,39.91,0.15%,0.06,2917000.0,116418000.0,23491000000.0,-10.61%,60.31,0.66,10706.0,Electronic Technology
2837,600039,"SICHUAN ROAD & BRIDGE GROUP CO.,LTD.",9.52,-0.31%,-0.03,7825000.0,74492000.0,82252000000.0,73.88%,6.01,1.58,16366.0,Industrial Services
2838,600048,POLY DEVELOPMENTS AND HOLDINGS GROUP,14.00,1.74%,0.24,58981000.0,825732000.0,164713000000.0,-9.05%,9.04,1.55,67260.0,Finance
2839,600050,CHINA UNITED NETWORK COMMUNICATIONS LIMITED,5.24,-0.76%,-0.04,231347000.0,1212000000.0,163862000000.0,53.73%,21.16,0.25,244508.0,Communications
2840,600051,"NINGBO UNITED GROUP CO.,LTD.",7.57,-1.17%,-0.09,1746000.0,13220000.0,2381000000.0,12.48%,14.12,0.54,N/A,Finance
2841,600052,"ZHEJIANG DONGWANG TIMES TECHNOLOGY CO., LTD. ",4.92,-0.61%,-0.03,4694000.0,23094000.0,4179000000.0000005,2.06%,N/A,-0.25,N/A,Finance
2842,600053,"KUNWU JIUDING INVESTMENT HOLDINGS CO., LTD",14.17,-0.63%,-0.09,1840000.0,26077000.0,6182000000.0,-16.71%,56.79,0.25,N/A,Finance
2843,600054,"HUANGSHAN TOURISM DEVELOPMENT CO.,LTD.",13.04,-2.83%,-0.38,7367000.0,96071000.0,8109999999.999999,31.82%,582.14,0.02,3481.0,Consumer Services
2844,600055,BEIJING WANDONG MEDICAL TECHNOLOGY,19.01,2.04%,0.38,4448000.0,84554000.0,13006000000.0,-13.87%,73.77,0.26,N/A,Health Technology
2845,600056,CHINA MEHECO GROUP,13.44,1.66%,0.22,46454000.0,624346000.0,19776000000.0,-3.43%,26.51,0.51,8313.0,Health Technology
2846,600057,XIAMEN XIANGYU,8.00,-0.37%,-0.03,6792000.0,54335000.0,17867000000.0,-3.79%,7.04,1.28,8191.000000000001,Transportation
2847,600058,MINMETALS DEVELOPMENT,9.91,-0.20%,-0.02,2790000.0,27651000.0,10644000000.0,6.66%,43.95,0.23,3028.0,Distribution Services
2848,600059,ZHEJIANG GUYUELONGSHAN SHAOXING WINE CO.LTD,11.05,-0.45%,-0.05,7255000.0,80168000.0,10118000000.0,13.96%,52.54,0.21,2382.0,Consumer Non-Durables
2849,600060,HISENSE VISUAL TECHNOLOGY,22.16,-0.49%,-0.11,5798000.0,128487000.0,28601000000.0,80.24%,14.25,1.56,16043.0,Consumer Durables
2850,600061,"SDIC CAPITAL CO., LTD",8.09,-0.74%,-0.06,36013000.0,291346000.0,52366000000.0,35.61%,14.77,0.58,7359.0,Finance
2851,600062,"CHINA RESOURCES DOUBLE?CRANE PHARMACEUTICAL CO.,LTD.",16.66,1.15%,0.19,10080000.0,167931000.0,17180000000.0,-19.39%,14.28,1.17,11821.0,Health Technology
2852,600063,ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED,5.38,-1.47%,-0.08,9662000.0,51980000.0,11790000000.0,-29.23%,10.19,0.53,4803.0,Process Industries
2853,600064,NANJING GAOKE COMPANY LIMITED,6.75,-0.30%,-0.02,10414000.0,70297000.0,11714000000.0,1.35%,4.92,1.37,N/A,Finance
2854,600066,YUTONG BUS,13.29,-2.99%,-0.41,23123000.0,307306000.0,29660000000.0,82.42%,N/A,0.58,13039.0,Consumer Durables
2855,600067,"CITYCHAMP DARTONG CO.,LTD.",2.98,-1.00%,-0.03,14131000.0,42112000.0,3887000000.0,-14.00%,130.70,0.02,1202.0,Finance
2856,600070,ZHEJIANG FURUN DIGITAL TECHNOLOGY,2.87,-0.35%,-0.01,3314000.0,9510000.0,1418000000.0,-45.36%,N/A,-1.24,N/A,Commercial Services
2857,600071,PHENIX OPTICS COMPANY LIMITED,19.60,-1.90%,-0.38,1493000.0,29261000.0,5626000000.0,-14.65%,N/A,-0.01,3085.0,Electronic Technology
2858,600072,"CSSC SCIENCE & TECHNOLOGY CO., LTD",22.47,-1.49%,-0.34,16262000.0,365398000.0,16794000000.0,77.37%,134.87,0.17,1572.0,Industrial Services
2859,600073,"SHANGHAI MALING AQUARIUS CO.,LTD.",7.82,-1.14%,-0.09,8243000.0,64459000.0,7417000000.0,10.17%,14.63,0.53,13163.0,Distribution Services
2860,600075,"XINJIANG TIANYE CO.,LTD.",4.85,-0.82%,-0.04,4328000.0,20991000.0,8349000000.0,-19.70%,15.45,0.31,6866.0,Process Industries
2861,600076, KANGXIN NEW MATERIALS,2.72,-1.45%,-0.04,5776000.0,15710000.0,3711000000.0,-9.80%,N/A,-0.14,N/A,Process Industries
2862,600078,"JIANGSU CHENGXING PHOSPH-CHEMICAL CO.,LTD",8.92,0.00%,0.00,2507000.0,22362000.0,5910000000.0,-40.37%,12.48,0.72,2258.0,Process Industries
2863,600079,"HUMANWELL HEALTHCARE (GROUP) CO.,LTD.",22.54,0.49%,0.11,18547000.0,418039000.0,36120000000.0,10.08%,16.10,1.40,16070.0,Health Technology
2864,600080,GINWA ENTERPRISE(GROUP) INC.,7.38,1.51%,0.11,3391000.0,25023000.0,2714000000.0,-7.51%,95.47,0.08,N/A,Health Technology
2865,600082,TIANJIN HI-TECH DEVELOPMENT,3.57,0.00%,0.00,14992000.0,53523000.0,2307000000.0,10.87%,119.40,0.03,N/A,Finance
2866,600083,JIANGSU BOXIN INVESTING & HOLDINGS,7.17,-0.42%,-0.03,1529000.0,10962000.0,1656000000.0,-23.24%,188.19,0.04,N/A,Consumer Durables
2867,600084,"CITIC GUOAN WINE CO.,LTD",8.27,-0.36%,-0.03,10062000.0,83213000.0,9327000000.0,12.47%,N/A,-0.77,N/A,Distribution Services
2868,600085,"BEIJING TONGRENTANG CO.,LTD",56.41,-1.17%,-0.67,7793000.0,439619000.0,78284000000.0,14.99%,46.35,1.22,18065.0,Health Technology
2869,600088,"CHINA TELEVISION MEDIA,LTD.",13.98,-5.54%,-0.82,16874000.0,235904000.0,5886000000.0,71.89%,N/A,-0.08,1335.0,Consumer Services
2870,600089,"TBEA CO.,LTD.",16.32,-0.12%,-0.02,18473000.0,301476000.0,82524000000.0,-11.11%,4.68,3.49,24687.0,Producer Manufacturing
2871,600094,GREATTOWN HOLDINGS LTD.,3.62,1.12%,0.04,25942000.0,93910000.0,8539999999.999999,5.55%,24.17,0.15,N/A,Finance
2872,600095,HARBIN HIGH-TECH GROUP,9.43,-0.74%,-0.07,67142000.0,633151000.0,27162000000.0,36.69%,N/A,-0.04,2115.0,Finance
2873,600096,"YUNNAN YUNTIANHUA CO.,LTD",18.15,-0.27%,-0.05,16407000.0,297779000.0,33384999999.999996,-33.75%,5.60,3.24,11356.0,Transportation
2874,600097,"SHANGHAI KAICHUANG MARINE INTERNATIONAL CO.,LTD.",9.87,-1.30%,-0.13,998500.0,9855000.0,2409000000.0,7.99%,24.46,0.40,1187.0,Producer Manufacturing
2875,600098,GUANGZHOU DEVELOPMENT GROUP INCORPORATED,6.23,-0.64%,-0.04,11706000.0,72928000.0,21821000000.0,10.78%,14.57,0.43,6031.0,Distribution Services
2876,600099,"LINHAI CO.,LTD.",9.03,-0.77%,-0.07,1362000.0,12296000.0,1994000000.0,2.71%,207.11,0.04,N/A,Producer Manufacturing
2877,600100,"TSINGHUA TONGFANG CO., LTD",7.40,-1.99%,-0.15,34215000.0,253188000.0,25295000000.0,63.77%,445.78,0.02,11123.0,Technology Services
2878,600101,"SICHUAN MINGXING ELECTRIC POWER CO.,LTD",8.71,-1.58%,-0.14,5906000.0,51442000.0,3730000000.0,-11.23%,N/A,0.43,1597.0,Utilities
2879,600103,"FUJIAN QINGSHAN PAPER INDUSTRY CO.,LTD.",3.01,-1.95%,-0.06,54506000.0,164064000.0,6848000000.0,25.31%,32.79,0.09,3294.0,Process Industries
2880,600104,SAIC MOTOR CORPORATION LIMITED,15.30,-0.20%,-0.03,15567000.0,238181000.0,177119000000.0,-5.14%,13.14,1.16,215999.0,Consumer Durables
2881,600105,JIANGSU ETERN,7.15,-1.11%,-0.08,129024000.0,922525000.0,10155000000.0,75.62%,41.86,0.17,4053.0,Electronic Technology
2882,600106,"CHONGQING ROAD & BRIDGE CO.,LTD",4.79,0.00%,0.00,4791000.0,22950000.0,6366000000.0,-9.11%,28.84,0.17,N/A,Industrial Services
2883,600107,HUBEI MAILYARD SHARE CO.? LTD,5.40,-1.46%,-0.08,5055000.0,27294000.0,1973000000.0,-12.32%,N/A,-0.33,3334.0,Consumer Non-Durables
2884,600108,"GANSU YASHENG INDUSTRIAL?GROUP?CO.,LTD",3.27,-0.91%,-0.03,21442000.0,70116000.0,6425000000.0,0.00%,80.94,0.04,5014.0,Process Industries
2885,600109,SINOLINK SECURITIES,10.40,-1.14%,-0.12,73657000.0,766030000.0,39180000000.0,26.90%,22.52,0.46,5592.0,Finance
2886,600110,NUODE INVESTMENT,6.95,-0.57%,-0.04,7431000.0,51642000.0,12208000000.0,-37.27%,46.96,0.16,2429.0,Producer Manufacturing
2887,600111,"CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH CO.,LTD",24.92,0.00%,0.00,26041000.0,648932000.0,89639000000.0,-24.52%,16.85,1.48,9659.0,Process Industries
2888,600112,"GUIZHOU CHANGZHENG TIANCHENG HOLDING CO.,LTD.",3.43,0.59%,0.02,7789000.0,26716000.0,1736000000.0,-4.48%,N/A,-0.24,N/A,Producer Manufacturing
2889,600113,"ZHE JIANG DONG RI CO., LTD",7.44,-1.20%,-0.09,2234000.0,16620999.999999998,3098000000.0,8.82%,21.75,0.34,1014.9999999999999,Distribution Services
2890,600114,NBTM NEW MATERIALS GROUP,8.16,0.37%,0.03,8731000.0,71247000.0,5011000000.0,-19.58%,35.10,0.23,5318.0,Producer Manufacturing
2891,600115,CHINA EASTERN AIRLINES CORPORATION LIMITED,4.76,-0.83%,-0.04,43225000.0,205749000.0,84413000000.0,10.34%,N/A,-1.74,N/A,Transportation
2892,600116,"CHONGQING THREE GORGES WATER CONSERVANCY AND ELECTRIC POWER CO.,LTD.",8.72,0.35%,0.03,9052000.0,78932000.0,16617000000.0,-18.71%,38.96,0.22,3704.0,Utilities
2893,600117,"XINING SPECIAL STEEL CO.,LTD",2.95,0.68%,0.02,2606000.0,7689000.0,3062000000.0,-21.45%,N/A,-1.15,3139.0,Non-Energy Minerals
2894,600118,"CHINA SPACESAT CO.,LTD.",27.19,0.18%,0.05,5473000.0,148820000.0,32093000000.000004,23.64%,112.12,0.24,3772.0,Electronic Technology
2895,600119,"Y.U.D YANGTZE RIVER INVESTMENT INDUSTRY CO.,LTD.",6.19,-0.16%,-0.01,1737000.0,10750000.0,2265000000.0,-0.80%,N/A,-0.04,N/A,Transportation
2896,600120,ZHEJIANG ORIENT FINANCIAL HOLDINGS GROUP,4.22,-0.94%,-0.04,22569000.0,95242000.0,14550000000.0,29.80%,12.56,0.34,1352.0,Finance
2897,600121,"ZHENGZHOU COAL INDUSTRY & ELECTRIC POWER CO.,LTD.",4.45,-1.55%,-0.07,11838000.0,52679000.0,5507000000.0,-22.47%,65.83,0.07,13684.0,Energy Minerals
2898,600123,"SHANXI LANHUA SCI-TECH VENTURE CO.,LTD",8.65,-1.26%,-0.11,8435000.0,72963000.0,13010000000.0,-22.05%,N/A,1.59,17623.0,Energy Minerals
2899,600125,"CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO., LTD",6.03,-1.15%,-0.07,9928000.0,59868000.0,7964000000.0,23.98%,20.45,0.29,2239.0,Transportation
2900,600126,"HANGZHOU IRON AND STEEL CO.,LTD.",4.65,-1.27%,-0.06,7210000.0,33527000.0,15907000000.0,1.51%,129.89,0.04,3506.0,Non-Energy Minerals
2901,600127," JINJIAN CEREALS INDUSTRY CO.,LTD.",9.12,-4.80%,-0.46,109623000.0,999762000.0,6148000000.0,12.84%,N/A,-0.06,1269.0,Consumer Non-Durables
2902,600128,SOHO HOLLY CORPORATION,8.66,-2.15%,-0.19,3463000.0,29990000.0,2184000000.0,-2.53%,53.13,0.16,N/A,Distribution Services
2903,600129,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD",50.37,-6.43%,-3.46,17049000.0,858751000.0,29977000000.0,97.90%,49.67,1.01,12704.0,Health Technology
2904,600130,"NINGBO BIRD CO.,LTD.",4.21,-2.09%,-0.09,7672000.0,32299999.999999996,3302000000.0,2.38%,187.95,0.02,N/A,Electronic Technology
2905,600131,"STATE GRID INFORMATION&COMMUNICATION CO.,LTD.",16.05,-2.61%,-0.43,13371000.0,214611000.0,19818000000.0,11.04%,N/A,0.69,1191.0,Utilities
2906,600132,CHONGQING BREWERY COMPANY LIMITED,90.71,-0.52%,-0.47,2510000.0,227689000.0,44128000000.0,-24.29%,33.51,2.71,6765.0,Consumer Non-Durables
2907,600133,"WUHAN EAST LAKE HIGH TECHNOLOGY GROUPE CO.,LTD.",7.19,-1.37%,-0.10,20462000.0,147122000.0,6440000000.0,41.75%,12.68,0.77,2945.0,Electronic Technology
2908,600135,LUCKY FILM COMPANY LIMITED,7.40,-2.63%,-0.20,11791000.0,87250000.0,4205000000.0,-7.54%,132.38,0.06,2430.0,Process Industries
2909,600136,WUHAN DDMC CULTURE,2.79,-2.11%,-0.06,6333000.0,17669000.0,1657000000.0,13.25%,N/A,-8.94,N/A,Consumer Services
2910,600137,SICHUAN LANGSHA?HOLDING?CO.LTD,16.27,-1.27%,-0.21,1261000.0,20520000.0,1602000000.0,13.42%,100.43,0.16,N/A,Consumer Non-Durables
2911,600138,"CHINA CYTS TOURS HOLDING CO.,LTD.",13.19,-1.42%,-0.19,9373000.0,123632000.0,9685000000.0,28.28%,N/A,-0.31,6779.0,Consumer Services
2912,600141,"HUBEI XINGFA CHEMICALS GROUP CO.,LTD.",23.15,-1.53%,-0.36,9675000.0,223970000.0,25714000000.0,-38.86%,5.67,4.15,13012.0,Process Industries
2913,600143,"KINGFA SCI.&TECH. CO.,LTD.",8.85,-0.90%,-0.08,6425000.0,56860000.0,23729000000.0,-11.26%,12.18,0.73,10353.0,Process Industries
2914,600148,CHANGCHUN YIDONG CLUTCH CO.LTD.,15.35,-0.71%,-0.11,1238000.0,19003000.0,2188000000.0,3.34%,N/A,-0.14,N/A,Producer Manufacturing
2915,600149,LANGFANG DEVELOPMENT,5.88,-0.51%,-0.03,5028000.0,29567000.0,2247000000.0,-0.51%,N/A,-0.01,N/A,Producer Manufacturing
2916,600150,CHINA CSSC HOLDINGS LIMITED,29.10,-0.72%,-0.21,44375000.0,1291000000.0,131086999999.99998,2.88%,795.08,0.04,15955.0,Producer Manufacturing
2917,600151,"SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL CO.,LTD",8.38,-0.71%,-0.06,3727000.0,31230000.0,12105000000.0,-21.71%,N/A,-0.08,2495.0,Producer Manufacturing
2918,600152,"VEKEN TECHNOLOGY.,LTD.",7.78,-0.64%,-0.05,4017000.0000000005,31250000.0,4110000000.0000005,-13.86%,N/A,-0.24,2477.0,Producer Manufacturing
2919,600153,XIAMEN C&D INC.,11.07,0.54%,0.06,37050000.0,410142000.0,32776000000.000004,2.66%,5.29,2.09,32847.0,Transportation
2920,600155,POLARIS BAY GROUP,8.15,-1.45%,-0.12,105295000.0,858153000.0,18415000000.0,35.70%,30.64,0.27,3063.0,Finance
2921,600156,"HUNAN HUASHENG CO.,LTD",4.56,-1.30%,-0.06,2999000.0,13675000.0,1858000000.0,-2.33%,N/A,-0.38,1094.0,Process Industries
2922,600157,"WINTIME ENERGY GROUP CO.,LTD.",1.49,0.00%,0.00,146692000.0,218571000.0,33104000000.0,-12.35%,16.54,0.09,8781.0,Utilities
2923,600158,CHINA SPORTS INDUSTRY GROUP CO.?LTD.,9.91,-2.84%,-0.29,17661000.0,175023000.0,9787000000.0,26.08%,707.86,0.01,1660.0,Finance
2924,600159,"BEIJING DALONG WEIYE REAL ESTATE DEVELOPMENT CO.,LTD",3.39,0.59%,0.02,53439000.0,181157000.0,2797000000.0,23.90%,N/A,-0.20,N/A,Finance
2925,600160,"ZHEJIANG JUHUA CO.,LTD.",16.66,1.90%,0.31,73916000.0,1231000000.0,44141000000.0,-1.74%,19.56,0.85,7159.0,Process Industries
2926,600161,BEIJING TIANTAN BIOLOGICAL PRODUCTS CORPORATION LIMITED,24.85,1.55%,0.38,7250000.0,180164000.0,40322000000.0,18.56%,42.02,0.59,4568.0,Health Technology
2927,600162,"SHENZHEN HEUNGKONG HOLDING CO., LTD",2.27,-1.30%,-0.03,40571000.0,92097000.0,7393000000.0,16.44%,25.31,0.09,2905.0,Finance
2928,600163,"ZHONGMIN ENERGY CO., LTD.",5.22,-1.69%,-0.09,9845000.0,51388000.0,10105000000.0,-23.93%,13.94,0.37,N/A,Process Industries
2929,600165,"NINGXIA ZHONGKE BIOTECHNOLOGY CO., LTD",4.24,-0.93%,-0.04,4741000.0,20101000.0,2931000000.0,-61.37%,N/A,-0.26,N/A,Process Industries
2930,600166,"BEIQI FOTON MOTOR CO.,LTD.",3.64,-1.09%,-0.04,61335000.0,223259000.0,29258000000.0,64.93%,115.19,0.03,18840.0,Consumer Durables
2931,600167,"LUENMEI QUANTUM CO.,LTD",6.61,-0.75%,-0.05,3050000.0,20161000.0,15102000000.0,-10.00%,15.54,0.43,2980.0,Utilities
2932,600168,"WUHAN SANZHEN INDUSTRY HOLDING CO.,LTD",6.37,-0.78%,-0.05,2021999.9999999998,12880000.0,4555000000.0,2.23%,N/A,-0.08,1302.0,Industrial Services
2933,600169,"TAIYUAN HEAVY INDUSTRY CO.,LTD.",2.51,-0.79%,-0.02,14598000.0,36640000.0,8554000000.0,-4.60%,38.85,0.06,5527.0,Producer Manufacturing
2934,600170,"SHANGHAI CONSTRUCTION GROUP CO., LTD",2.90,-0.34%,-0.01,33626000.0,97514000.0,25804000000.0,6.76%,N/A,,N/A,Industrial Services
2935,600171,"SHANGHAI BELLING CO.,LTD.",17.29,-0.63%,-0.11,3449000.0,59641000.0,12156000000.0,-28.73%,42.01,0.41,N/A,Electronic Technology
2936,600172,"HENAN HUANGHE WHIRLWIND CO.,LTD.",4.05,-0.74%,-0.03,8755000.0,35457000.0,5680000000.0,-58.66%,N/A,-0.01,2213.0,Process Industries
2937,600173,"WOLONG REAL ESTATE GROUP CO.,LTD.",5.64,-1.40%,-0.08,5382000.0,30357000.0,4006999999.9999995,6.92%,12.59,0.45,N/A,Finance
2938,600176,"CHINA JUSHI CO.,LTD.",14.72,0.14%,0.02,8231999.999999999,121175000.0,58846000000.0,-0.54%,10.35,1.42,14111.0,Process Industries
2939,600177,"YOUNGOR GROUP CO.,LTD.",7.03,-0.42%,-0.03,8294000.000000001,58307000.0,31788000000.0,12.96%,8.55,0.85,18480.0,Consumer Non-Durables
2940,600178,"HARBIN DONGAN AUTO ENGINE CO.,LTD.",6.34,-1.40%,-0.09,3205000.0,20321000.0,3057000000.0,-16.54%,39.26,0.16,3320.0,Producer Manufacturing
2941,600179,ANTONG HOLDINGS,2.92,0.00%,0.00,5515000.0,16104000.0,18484000000.0,-35.42%,7.21,0.41,1077.0,Transportation
2942,600180,CCS SUPPLY CHAIN MANAGEMENT,6.09,-1.14%,-0.07,6067000.0,36949000.0,6694000000.0,-8.83%,15.87,0.38,N/A,Energy Minerals
2943,600182,GITI TIRE CORPORATION,15.65,-1.45%,-0.23,1138000.0,17810000.0,5399000000.0,10.35%,93.21,0.17,3363.0,Consumer Durables
2944,600183,SHENGYI TECHNOLOGY,15.39,-1.97%,-0.31,13664000.0,210282000.0,36891000000.0,-4.55%,28.07,0.56,11633.0,Producer Manufacturing
2945,600184,"NORTH ELECTRO-OPTIC CO.,LTD.",12.77,-0.62%,-0.08,1726000.0,22041000.0,6538000000.0,-9.76%,113.11,0.11,2405.0,Electronic Technology
2946,600185,"GREE REAL ESTATE CO.,LTD",6.66,-0.60%,-0.04,16517000.0,110002000.0,11174000000.0,19.43%,N/A,-1.49,1582.0,Finance
2947,600186,LOTUS HEALTH GROUP COMPANY,3.37,-0.88%,-0.03,27307000.0,92024000.0,6099000000.0,37.65%,114.63,0.03,1413.0,Consumer Non-Durables
2948,600187,"HEILONGJIANG INTERCHINA WATER TREATMENT CO.,LTD.",2.88,1.41%,0.04,88585000.0,255126000.0,4469000000.0,4.90%,N/A,-0.08,N/A,Industrial Services
2949,600188,YANKUANG ENERGY GROUP COMPANY LIMITED,17.15,-1.32%,-0.23,13650000.0,234098000.0,110531000000.0,-34.11%,3.24,4.06,64279.0,Energy Minerals
2950,600189,"JILIN QUANYANGQUAN CO.,LTD",7.08,-0.42%,-0.03,5074000.0,35925000.0,5085000000.0,6.92%,105.67,0.07,2103.0,Non-Energy Minerals
2951,600190,"JINZHOU PORT CO.,LTD.",3.16,-0.94%,-0.03,13648000.0,43128000.0,6037000000.0,5.38%,58.74,0.05,1577.0,Transportation
2952,600191,"BAOTOU HUAZI INDUSTRY CO.,LTD.",6.77,-5.31%,-0.38,39146000.0,265017000.0,3467000000.0,27.22%,N/A,-0.18,N/A,Process Industries
