,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
380,1691,JS GLOBAL LIFESTYLE COMPANY LTD,1.24,1.64%,0.02,13555000.0,16808000.0,4178000000.0,-85.95%,1.64,0.76,5661.0,Consumer Durables
381,1692,TOWN RAY HOLDINGS LTD,3.20,0.95%,0.03,12000.0,38400.0,1138000000.0,49.53%,8.55,0.37,1044.0,Consumer Durables
382,1693,BGMC INTERNATIONAL LTD,0.042,-6.67%,-0.003,52000.0,2184.0,81000000.0,32.35%,3.68,0.01,N/A,Industrial Services
383,1696,SISRAM MEDICAL LTD,7.84,2.22%,0.17,1136000.0,8903000.0,3584000000.0,-36.46%,11.64,0.67,N/A,Health Technology
384,1697,SHANDONG INTL TRUST CO LTD,0.390,2.63%,0.010,1800.0,N/A,1770000000.0,0.00%,6.63,0.06,N/A,Miscellaneous
385,17,NEW WORLD DEVELOPMENT CO,17.62,1.26%,0.22,2785000.0,49074000.0,43789000000.0,-34.95%,43.13,0.41,28000.0,Finance
386,1701,TU YI HOLDING CO LTD,0.176,6.67%,0.011,112000.0,19712.0,165000000.0,37.50%,N/A,-0.02,N/A,Distribution Services
387,1706,SHUANG YUN HOLDINGS LTD,0.079,-1.25%,-0.001,50000.0,3950.0,79000000.0,-54.34%,22.57,0.00,N/A,Industrial Services
388,1709,DL HOLDINGS GROUP LTD,2.88,3.97%,0.11,1459000.0,4201000.0,3887000000.0,-1.13%,N/A,-0.03,N/A,Consumer Non-Durables
389,171,SILVER GRANT INTL HLDGS GP LTD,0.244,-1.61%,-0.004,226000.0,55144.0,571603000.0,-42.99%,N/A,-0.32,N/A,Finance
390,1710,TRIO INDUSTRIAL ELECTRONICS GP LTD,0.249,0.00%,0.000,12000.0,2988.0,249000000.0,84.44%,5.48,0.05,1600.0,Electronic Technology
391,1711,ULFERTS INTERNATIONAL LTD,0.166,0.00%,0.000,20000.0,3320.0,132800000.00000001,-13.99%,N/A,-0.03,N/A,Retail Trade
392,1712,DRAGON MINING LIMITED,1.55,-0.64%,-0.01,1000.0,1550.0,246631000.0,83.44%,17.00,0.09,N/A,Non-Energy Minerals
393,1715,VOLCANO SPRING INTL HOLDINGS LTD,0.097,0.00%,0.000,960000.0,93120.0,177995000.0,13.01%,N/A,-0.03,N/A,Consumer Durables
394,1716,MOST KWAI CHUNG LTD,0.70,0.00%,0.00,10000.0,7000.0,189000000.0,7.69%,N/A,-0.08,N/A,Technology Services
395,1717,AUSNUTRIA DAIRY CORP LTD,3.50,0.57%,0.02,126000.0,441000.0,6264000000.0,-43.40%,23.99,0.15,4290.0,Consumer Non-Durables
396,1718,WAN KEI GROUP HOLDINGS LTD,0.400,12.68%,0.045,152005000.0,60802000.0,329566000.0,195.83%,N/A,-0.05,N/A,Industrial Services
397,1719,CHINA INFRASTRUCTURE & LOGISTICS GP,0.89,-3.26%,-0.03,220000.0,195800.0,1570000000.0,-20.18%,74.17,0.01,N/A,Transportation
398,1722,KIN PANG HOLDINGS LTD,0.185,8.82%,0.015,40000.0,7400.0,187000000.0,206.56%,N/A,-0.01,N/A,Industrial Services
399,1723,HK ASIA HLDGS LTD,0.255,19.72%,0.042,6002000.0,1531000.0,85200000.0,-7.79%,25.76,0.01,N/A,Distribution Services
400,1725,HONG KONG AEROSPACE TECHNOLOGY GRP,9.03,1.46%,0.13,4187000.0000000005,37813000.0,2750000000.0,6.84%,N/A,-0.57,1164.0,Producer Manufacturing
401,1727,HEBEI CONSTRUCTION GP CORP LTD,0.75,-3.85%,-0.03,126000.0,94500.0,1374000000.0,-22.00%,3.47,0.22,9104.0,Producer Manufacturing
402,1728,CHINA ZHENGTONG AUTO SVCS HLDGS LTD,0.51,0.00%,0.00,45000.0,22950.0,1438000000.0,8.81%,N/A,-0.12,7181.0,Retail Trade
403,1729,TIME INTERCONNECT TECH LTD,1.48,0.68%,0.01,312000.0,461760.0,2861000000.0,-31.63%,13.39,0.11,3949.0,Producer Manufacturing
404,173,K.WAH INTERNATIONAL HLDGS,2.55,0.00%,0.00,468000.0,1193000.0,7989000000.0,-11.46%,5.82,0.44,N/A,Finance
405,1731,PROSPEROUS INDUSTRIAL (HLDGS) LTD,0.80,-2.44%,-0.02,8000.0,6400.0,918400000.0,-10.87%,11.07,0.07,7500.0,Consumer Durables
406,1732,XIANGXING INTERNATIONAL HOLDING LTD,0.255,0.00%,0.000,9740000.0,2484000.0,306000000.0,86.59%,21.25,0.01,N/A,Transportation
407,1733,E-COMMODITIES HLDGS LTD,1.17,-4.10%,-0.05,2132000.0,2495000.0,3301000000.0,-38.11%,1.97,0.59,1844.0,Energy Minerals
408,1735,CENTRAL NEW ENERGY HOLDING GP LTD,17.72,0.91%,0.16,483000.0,8559000.0,18543000000.0,-2.88%,N/A,-0.03,N/A,Industrial Services
409,1737,A & S GROUP (HLDGS) LTD,0.123,-1.60%,-0.002,50000.0,6150.0,125000000.0,-40.76%,14.30,0.01,N/A,Transportation
410,1738,FEISHANG ANTHRACITE RESOURCES LTD,1.46,4.29%,0.06,512500.0,748250.0,1933000000.0,23.89%,33.26,0.04,1742.0,Energy Minerals
411,1739,QEEKA HOME (CAYMAN) INC,0.360,0.00%,0.000,10500.0,3780.0,406509000.0,-20.88%,N/A,-0.13,N/A,Technology Services
412,174,GEMINI INVESTMENTS (HOLDINGS) LIMIT,0.365,5.80%,0.020,460000.0,167900.0,219272000.0,-32.35%,N/A,-0.47,N/A,Finance
413,1741,RI YING HOLDINGS LTD,1.18,0.85%,0.01,2572000.0,3035000.0,936000000.0,-34.27%,N/A,-0.14,N/A,Industrial Services
414,1742,HPC HLDGS LTD,0.054,-11.48%,-0.007,1004999.9999999999,54270.0,97600000.0,-4.69%,5.24,0.01,N/A,Industrial Services
415,1745,LVJI TECHNOLOGY HLDGS INC.,0.67,-1.47%,-0.01,606000.0,406020.0,1096000000.0,59.36%,22.11,0.03,N/A,Technology Services
416,1747,HOME CONTROL INTERNATIONAL LTD,0.61,5.17%,0.03,42000.0,25620.0,287361000.0,-11.87%,8.62,0.07,N/A,Electronic Technology
417,175,GEELY AUTOMOBILE HOLDINGS LIMITED,10.32,-0.58%,-0.06,23214000.0,239566000.0,104391000000.0,-40.40%,17.82,0.59,49000.0,Consumer Durables
418,1751,KINGLAND GP HLDGS LTD,0.82,1.23%,0.01,726000.0,595320.0,195955000.0,29.95%,N/A,-0.04,N/A,Industrial Services
419,1753,DUIBA GROUP LTD,0.330,-4.35%,-0.015,262000.0,86460.0,371504000.0,-64.06%,N/A,-0.05,N/A,Technology Services
420,1755,S-ENJOY SERVICE GRP CO LTD,4.68,-1.68%,-0.08,1605000.0,7511000.0,4147999999.9999995,-27.27%,8.10,0.58,26681.0,Finance
421,1756,CHINA VOCATIONAL EDUCATION HLDGS LT,0.80,0.00%,0.00,25000.0,20000.0,960000000.0,-20.79%,2.53,0.32,2131.0,Commercial Services
422,1758,BOJUN EDUCATION CO LTD,0.126,0.80%,0.001,4000.0,N/A,102732000.0,-73.12%,N/A,,N/A,Consumer Services
423,1760,INTRON TECHNOLOGY HLDGS LTD,4.74,-0.42%,-0.02,941000.0,4460000.0,5178000000.0,-26.81%,10.87,0.44,1359.0,Producer Manufacturing
424,1762,WANKA ONLINE INC,0.185,0.54%,0.001,201000.0,37185.0,269237000.0,-42.50%,N/A,-0.10,N/A,Technology Services
425,1763,CHINA ISOTOPE & RADIATION CORP,13.74,1.33%,0.18,20600.0,283044.0,4338000000.0,-28.71%,9.79,1.40,3366.0,Health Technology
426,1765,HOPE EDUCATION GROUP CO LTD,0.54,0.00%,0.00,5736000.0,3097000.0,4441000000.0,-19.81%,8.88,0.06,12660.0,Commercial Services
427,1767,TS WONDERS HOLDING LTD,0.160,0.00%,0.000,1740000.0,278400.0,159000000.0,-23.56%,4.85,0.03,N/A,Consumer Non-Durables
428,1769,SCHOLAR EDUCATION GROUP,1.46,0.00%,0.00,150000.0,219000.0,811322000.0,84.81%,13.92,0.10,1350.0,Commercial Services
429,1771,SUNFONDA GROUP HOLDINGS LIMITED,0.93,-8.82%,-0.09,59000.0,54870.0,600000000.0,-33.33%,5.70,0.16,3555.0,Retail Trade
430,1773,TIANLI INTERNATIONAL HOLDINGS LTD,2.74,-1.08%,-0.03,1617000.0,4431000.0,5851000000.0,158.88%,N/A,,3018.0,Commercial Services
431,1778,COLOUR LIFE SERVICES GROUP CO LTD,0.50,-2.94%,-0.02,149000.0,73755.0,757599000.0,-17.74%,N/A,,N/A,Finance
432,178,SA SA INTERNATIONAL HOLDINGS,1.32,0.76%,0.01,560000.0,739200.0,4065000000.0000005,0.00%,70.21,0.02,2600.0,Retail Trade
433,1780,B & D STRATEGIC HOLDINGS LTD,1.78,-3.26%,-0.06,287500.0,511750.0,1141000000.0,42.64%,211.90,0.01,N/A,Industrial Services
434,1782,INTERNATIONAL BUSINESS DIGITAL TECH,9.51,-0.94%,-0.09,4245000.0,40370000.0,7315000000.0,402.62%,N/A,-0.02,N/A,Technology Services
435,1783,GOLDEN PONDER HOLDINGS LTD,0.360,0.00%,0.000,150000.0,54000.0,451810000.0,2.37%,N/A,-0.04,N/A,Industrial Services
436,1785,CHENGDU EXPRESSWAY CO LTD,1.93,2.12%,0.04,73000.0,140890.0,3130000000.0,1.07%,5.46,0.35,2190.0,Industrial Services
437,1786,CRCC HIGH TECH EQUIPMENT CORP LTD,0.71,-2.74%,-0.02,76500.0,54315.0,1094000000.0,5.88%,8.10,0.09,2009.0,Producer Manufacturing
438,1788,GUOTAI JUNAN INTL HLDS LTD,0.65,0.00%,0.00,1012000.0,657800.0,6199000000.0,-18.76%,78.31,0.01,N/A,Finance
439,1789,AK MEDICAL HLDGS LTD,6.48,2.37%,0.15,2500000.0,16200000.0,7085000000.0,-10.02%,30.10,0.22,1034.0,Health Technology
440,179,JOHNSON ELECTRIC HOLDINGS,10.66,-2.20%,-0.24,254428.0,2712000.0,10004000000.0,18.39%,7.81,1.37,35000.0,Producer Manufacturing
441,1792,CMON LTD,0.036,5.88%,0.002,560000.0,20160.0,61404000.0,-30.61%,14.40,0.00,N/A,Consumer Durables
442,1795,YADONG GROUP HLDGS LTD,2.97,1.37%,0.04,966000.0,2869000.0,1758000000.0,166.36%,30.40,0.10,N/A,Process Industries
443,1797,EAST BUY HOLDING LIMITED,35.70,0.56%,0.20,5422000.0,193548000.0,36003000000.0,78.71%,29.80,1.23,1300.0,Commercial Services
444,1798,CHINA DATANG CORP RENEWABLE PWR CO,2.47,0.00%,0.00,7971000.0,19689000.0,17966000000.0,31.38%,5.23,0.47,4174.0,Utilities
445,1799,XINTE ENERGY CO LTD,15.18,1.34%,0.20,2455000.0,37262000.0,21421000000.0,-30.97%,1.40,10.85,8128.0,Electronic Technology
446,18,ORIENTAL ENTERPRISE HOLDINGS LTD,0.57,0.00%,0.00,148000.0,84360.0,1367000000.0,-19.72%,8.20,0.07,N/A,Consumer Services
447,180,KADER HOLDINGS CO,0.385,-10.47%,-0.045,42000.0,16170.000000000002,408753000.0,1.18%,N/A,-0.09,1008.9999999999999,Consumer Durables
448,1801,INNOVENT BIOLOGICS INC,32.20,12.20%,3.50,26618000.0,857106000.0,44219000000.0,-14.94%,N/A,-1.69,5294.0,Health Technology
449,1808,ENTERPRISE DEVELOPMENT HOLDINGS LTD,1.20,3.45%,0.04,N/A,N/A,236731000.0,237.84%,N/A,-0.26,N/A,Technology Services
450,1809,PRINX CHENGSHAN HOLDINGS LTD,6.51,1.88%,0.12,54000.0,351540.0,4067000000.0,-11.74%,9.10,0.72,6144.0,Finance
451,1810,XIAOMI CORPORATION,12.14,0.66%,0.08,30896000.0,375077000.0,302044000000.0,2.93%,36.93,0.33,32543.0,Electronic Technology
452,1811,CGN NEW ENERGY HOLDINGS CO LTD,2.19,-0.45%,-0.01,2912000.0,6377000.0,9440000000.0,-24.66%,6.15,0.36,1936.0,Utilities
453,1813,KWG GROUP HLDGS LTD,1.19,1.71%,0.02,44308000.0,52726000.0,3997000000.0,-18.93%,N/A,-3.23,3600.0,Finance
454,1818,ZHAOJIN MINING INDUSTRY COMPANY LTD,10.70,-0.56%,-0.06,5938000.0,63541000.0,35189000000.0,43.47%,76.05,0.14,6760.0,Non-Energy Minerals
455,182,CONCORD NEW ENERGY GROUP LIMITED,0.63,0.00%,0.00,2790000.0,1758000.0,5352000000.0,-16.02%,5.23,0.12,2574.0,Utilities
456,1820,PACIFIC MILLENNIUM PACKG GP CORP,6.32,0.32%,0.02,26000.0,164320.0,1894000000.0,1.61%,72.06,0.09,1761.0,Process Industries
457,1821,ESR GROUP LIMITED,12.92,-0.15%,-0.02,2645000.0,34168000.0,56652000000.0,-34.37%,12.91,1.01,2237.0,Finance
458,1822,CHINA WOOD INTL HLDGS CO LTD,0.118,2.61%,0.003,90000.0,10620.0,394139000.0,1670.04%,N/A,-0.44,N/A,Finance
459,1825,STERLING GROUP HOLDINGS LTD,0.120,2.56%,0.003,2500.0,N/A,28080000.0,-12.25%,1.30,0.09,1444.0,Consumer Non-Durables
460,1826,FDB HOLDINGS LTD,0.080,0.00%,0.000,590000.0,47200.0,106560000.0,-20.00%,N/A,-0.00,N/A,Industrial Services
461,183,WINFULL GROUP HOLDINGS LIMITED,0.204,0.00%,0.000,N/A,N/A,115650000.0,-28.42%,N/A,-0.17,N/A,Finance
462,1830,PERFECT MEDICAL HEALTH MGT LTD,4.34,1.64%,0.07,303652.0,1318000.0,5364000000.0,19.36%,17.17,0.25,1317.0,Health Services
463,1831,SHIFANG HOLDING LIMITED,0.118,-15.11%,-0.021,2620000.0,309160.0,149487000.0,-75.62%,N/A,-0.19,N/A,Commercial Services
464,1833,PING AN HEALTHCARE & TECHNO CO LTD,20.45,0.49%,0.10,2621000.0,53593000.0,22768000000.0,0.99%,N/A,-0.66,2556.0,Retail Trade
465,1836,STELLA INTERNATIONAL HOLDINGS LTD,7.77,-0.38%,-0.03,10481.0,81437.0,6171000000.0,4.42%,6.66,1.17,42500.0,Consumer Non-Durables
466,1837,NATURAL FOOD INTERNATIONAL HLDG LTD,0.480,1.05%,0.005,104000.0,49920.0,1040000000.0,-18.10%,7.73,0.06,N/A,Consumer Non-Durables
467,184,KECK SENG INVESTMENTS(HONK KONG),2.38,-0.83%,-0.02,10000.0,23800.0,816480000.0,-2.44%,10.61,0.22,1682.0,Consumer Services
468,1841,A PLUS GROUP HOLDINGS LTD,0.325,-7.14%,-0.025,10000.0,3250.0,140000000.0,-17.65%,6.50,0.05,N/A,Commercial Services
469,1842,GROWN UP GROUP INVT HLDGS LTD,0.169,-2.87%,-0.005,12712000.0,2148000.0,208800000.0,28.89%,N/A,-0.00,N/A,Consumer Durables
470,1843,SNACK EMPIRE HOLDINGS LTD,0.295,0.00%,0.000,12000.0,3540.0,236000000.0,-22.37%,22.69,0.01,N/A,Retail Trade
471,1846,EUROEYES INTL EYE CLINIC LTD,4.74,1.07%,0.05,82000.0,388680.0,1559000000.0,-19.83%,N/A,,N/A,Health Services
472,1848,CHINA AIRCRAFT LEASING GP HLDGS LTD,4.54,-0.22%,-0.01,77153.0,350275.0,3387000000.0,-7.14%,45.90,0.10,N/A,Finance
473,1849,AM GROUP HLDGS LTD,0.152,-5.00%,-0.008,15000.0,2280.0,128000000.0,-61.45%,N/A,-0.01,N/A,Commercial Services
474,185,ZENSUN ENTERPRISES LTD,0.53,1.92%,0.01,1435000.0,760550.0,994961000.0,-76.04%,N/A,-1.72,N/A,Finance
475,1850,WINDMILL GROUP LTD,1.75,-4.37%,-0.08,24500.0,42875.0,263519999.99999997,111.15%,11.92,0.15,N/A,Commercial Services
476,1854,CHINA WANTIAN HOLDINGS LTD,0.63,-3.08%,-0.02,2530000.0,1594000.0,1243000000.0,70.37%,N/A,-0.02,N/A,Process Industries
477,1855,ZONQING ENVIRONMENTAL LTD,26.50,3.52%,0.90,326000.0,8639000.0,7040000000.0,326.67%,N/A,-0.44,N/A,Commercial Services
478,1860,MOBVISTA INC,3.80,1.06%,0.04,259000.0,984200.0,6000000000.0,-18.40%,80.17,0.08,N/A,Technology Services
479,1861,PRECIOUS DRAGON TECH HLDGS LTD,1.80,-1.64%,-0.03,8000.0,14400.0,428069000.0,47.58%,10.03,0.18,N/A,Consumer Non-Durables
480,1862,JINGRUI HOLDINGS LIMITED,0.073,4.29%,0.003,21000.0,1533.0,107717000.0,-88.14%,N/A,,N/A,Finance
481,1865,TRENDZON HOLDINGS GROUP LTD,0.425,0.00%,0.000,7392000.0,3142000.0,602140000.0,-17.36%,N/A,-0.01,N/A,Industrial Services
482,1866,CHINA XLX FERTILISER LTD,3.67,1.38%,0.05,328000.0,1204000.0,4412000000.0,-31.31%,2.87,1.28,9313.0,Process Industries
483,1868,NEO-NEON HOLDINGS LTD,0.420,0.00%,0.000,15000.0,6300.0,879675000.0,-8.70%,15.67,0.03,N/A,Producer Manufacturing
484,1870,ACME INTERNATIONAL HOLDINGS LTD,1.04,0.00%,0.00,322500.0,335400.0,648960000.0,-0.95%,N/A,-0.13,N/A,Finance
485,1871,CHINA ORIENTED INTL HLDGS LTD,0.228,-2.56%,-0.006,36000.0,8208.0,93600000.0,2.18%,N/A,-0.02,N/A,Commercial Services
486,1872,GUAN CHAO HLDGS LTD,0.066,-2.94%,-0.002,65000.0,4290.0,61200000.0,-58.28%,2.29,0.03,N/A,Retail Trade
487,1873,VIVA BIOTECH HOLDINGS,1.61,0.00%,0.00,4468000.0,7193000.0,3092000000.0,-24.06%,N/A,-0.31,2601.0,Health Technology
488,1875,TOT BIOPHARM INTL CO LTD,2.34,7.34%,0.16,53200.0,124488.0,1685000000.0,-25.62%,N/A,-0.08,N/A,Health Technology
489,1876,BUDWEISER BREWING COMPANY APAC LTD,18.26,1.56%,0.28,6711000.0,122542000.0,238116000000.0,-22.00%,35.82,0.51,24320.0,Consumer Non-Durables
490,188,SUNWAH KINGSWAY CAPITAL HLDGS LTD,0.250,0.00%,0.000,75000.0,18750.0,184893000.0,-27.67%,N/A,-0.13,N/A,Finance
491,1882,HAITIAN INTERNATIONAL HOLDINGS LTD,19.42,0.10%,0.02,967715.0,18793000.0,30962000000.0,3.74%,11.73,1.66,7159.0,Producer Manufacturing
492,1883,CITIC TELECOM INTL HLDGS LTD,3.27,1.24%,0.04,3494000.0,11424000.0,11949000000.0,20.90%,10.13,0.32,2530.0,Communications
493,1884,EPRINT GROUP LIMITED,0.415,1.22%,0.005,24000.0,9960.0,225500000.0,60.78%,N/A,-0.02,N/A,Consumer Services
494,1888,KINGBOARD LAMINATES HOLDINGS LTD,7.93,1.41%,0.11,1303000.0,10331000.0,24398000000.0,10.30%,12.96,0.61,10300.0,Producer Manufacturing
495,1889,SANAI HEALTH INDUSTRY GP CO LTD,0.063,-7.35%,-0.005,165000.0,10395.0,218295000.0,-9.91%,6.77,0.01,N/A,Health Technology
496,189,DONGYUE GROUP LIMITED,7.90,-1.00%,-0.08,11502000.0,90862000.0,17397000000.0,-2.09%,3.95,2.00,7065.0,Process Industries
497,1890,CHINA KEPEI EDUCATION GROUP LTD,2.27,0.00%,0.00,192000.0,435840.0,4555000000.0,28.98%,5.33,0.43,3583.0,Consumer Services
498,1894,HANG YICK HOLDINGS COMPANY LTD,0.210,4.48%,0.009,6555000.0,1377000.0,154288000.0,-69.55%,N/A,,N/A,Producer Manufacturing
499,1896,MAOYAN ENTERTAINMENT,10.30,-0.19%,-0.02,7380000.0,76012000.0,11823000000.0,50.92%,90.03,0.11,N/A,Consumer Services
500,1897,MILLION HOPE INDUSTRIES HLDGS LTD,0.430,0.00%,0.000,N/A,N/A,179047000.0,-10.90%,14.88,0.03,N/A,Industrial Services
501,1899,XINGDA INTERNATIONAL HOLDINGS LTD,1.45,-0.68%,-0.01,556000.0,806200.0,2413000000.0,-5.19%,5.97,0.25,7081.0,Non-Energy Minerals
502,19,SWIRE PACIFIC,66.00,2.33%,1.50,1239000.0,81775000.0,85248000000.0,34.68%,27.10,2.44,36611.0,Consumer Non-Durables
503,1900,CHINA ITS (HLDGS)CO LTD,0.115,-10.85%,-0.014,10000.0,1150.0,219002000.0,-11.10%,3.57,0.03,N/A,Technology Services
504,1901,FEIYANG INTL HLDGS GROUP LTD,1.27,1.60%,0.02,4364000.0,5542000.0,1040000000.0,103.13%,N/A,-0.06,N/A,Consumer Services
505,1902,YINCHENG INTERNATIONAL HLDG CO LTD,0.064,0.00%,0.000,586000.0,37504.0,91908000.0,-97.57%,N/A,-0.78,N/A,Finance
506,1905,HAITONG UNITRUST INTL FINANCIAL LEA,0.81,-3.57%,-0.03,3256000.0,2637000.0,6918000000.0,3.70%,3.99,0.20,1926.0,Commercial Services
507,1906,BONNY INTERNATIONAL HLDG LTD,0.435,3.57%,0.015,515000.0,224025.0,504000000.0,-16.00%,N/A,-0.07,N/A,Consumer Non-Durables
508,1907,CHINA RISUN GRP LTD,3.58,0.00%,0.00,6156000.0,22038000.0,15838000000.0,11.53%,7.12,0.50,7434.0,Energy Minerals
509,1908,C&D INTERNATIONAL INVESTMENT GP LTD,21.55,2.13%,0.45,1133000.0,24421000.0,38947000000.0,39.23%,7.26,3.77,19594.0,Finance
510,191,LAI SUN GARMENT INTERNATIONAL LTD,1.21,-3.97%,-0.05,51000.0,61710.0,1113000000.0,-57.81%,N/A,-2.64,4744.0,Finance
511,1910,SAMSONITE INTL SA,22.95,1.32%,0.30,8779000.0,201472000.0,32692999999.999996,30.83%,11.42,2.01,10100.0,Consumer Durables
512,1912,CONTEL TECHNOLOGY CO LTD,0.056,-1.75%,-0.001,20000.0,1120.0,62593000.0,-42.04%,N/A,-0.02,N/A,Retail Trade
513,1913,PRADA SPA,55.00,3.68%,1.95,868540.0,47770000.0,135746000000.00002,18.81%,29.42,1.87,N/A,Consumer Non-Durables
514,1916,JIANGXI BANK CO LTD,1.00,0.00%,0.00,102000.0,102000.0,6024000000.0,26.58%,3.69,0.27,5221.0,Finance
515,1917,DOUMOB,0.120,0.00%,0.000,20000.0,2400.0,275769000.0,100.00%,N/A,-0.03,N/A,Technology Services
516,1918,SUNAC CHINA HLDGS,1.21,1.68%,0.02,19816000.0,23977000.0,6484000000.0,-74.02%,N/A,,N/A,Finance
517,1920,HANDS FORM HOLDINGS LTD,0.050,0.00%,0.000,1920000.0,96000.0,156000000.0,-10.71%,N/A,-0.02,N/A,Industrial Services
518,1921,DALIPAL HOLDINGS LTD,3.96,0.00%,0.00,2092000.0,8284000.000000001,5939000000.0,58.53%,34.29,0.12,1777.0,Industrial Services
519,1925,KWUNG'S HOLDINGS LTD,1.55,0.00%,0.00,32000.0,49600.0,627815000.0,13.97%,10.33,0.15,N/A,Producer Manufacturing
520,1927,JIUJIUWANG FOOD INTERNATIONAL LTD,0.154,-4.94%,-0.008,235000.0,36190.0,126720000.0,-17.53%,6.47,0.02,N/A,Consumer Non-Durables
521,1928,SANDS CHINA LTD,28.90,-1.03%,-0.30,11553000.0,333891000.0,236327000000.0,65.54%,N/A,-1.53,24000.0,Consumer Services
522,1929,CHOW TAI FOOK JEWELLERY GROUP LTD,12.80,0.47%,0.06,2752000.0,35225000.0,127400000000.0,-19.37%,23.77,0.54,28900.0,Consumer Durables
523,193,CAPITAL ESTATE LIMITED,0.220,0.00%,0.000,N/A,N/A,42754000.0,-20.00%,N/A,-0.26,N/A,Finance
524,1931,IVD MEDICAL HOLDING LTD,1.14,0.00%,0.00,11000.0,12540.0,1544000000.0,-52.70%,6.37,0.18,N/A,Distribution Services
525,1936,RITAMIX GLOBAL LTD,1.78,1.14%,0.02,4576000.0,8145000.0,830720000.0,144.44%,41.49,0.04,N/A,Process Industries
526,1937,JIACHEN HLDG GROUP LTD,0.400,0.00%,0.000,55000.0,22000.0,400000000.0,-42.86%,31.75,0.01,N/A,Producer Manufacturing
527,1938,CHU KONG PETROLEUM&NATURAL GAS STE,0.270,-1.82%,-0.005,176000.0,47520.0,278064000.0,19.05%,1.39,0.19,N/A,Non-Energy Minerals
528,194,LIU CHONG HING INVESTMENT,6.00,2.56%,0.15,2000.0,12000.0,2215000000.0,-16.79%,26.37,0.23,N/A,Finance
529,1940,CHINA GAS INDUSTRY INV HLDGS CO LTD,0.455,12.35%,0.050,1752000.0,797160.0,486000000.0,-89.40%,4.20,0.11,N/A,Utilities
530,1942,MOG DIGITECH HOLDINGS LTD,80.10,0.06%,0.05,1918000.0,153632000.0,51779000000.0,5783.97%,N/A,,N/A,Finance
531,1943,SILVER TIDE HLDGS LTD,0.63,3.28%,0.02,245000.0,154350.0,610000000.0,-29.89%,126.00,0.01,N/A,Non-Energy Minerals
532,1945,ZERO2IPO HLDGS INC,1.49,0.00%,0.00,2800.0,4172.0,456304000.0,-52.56%,20.69,0.07,N/A,Finance
533,1947,MEIHAO MEDICAL GROUP CO LTD,0.485,0.00%,0.000,35000.0,16975.0,291000000.0,N/A,N/A,,N/A,Health Services
534,1949,PLATT NERA INTERNATIONAL LTD,0.175,0.00%,0.000,16000.0,2800.0,105000000.0,-6.25%,N/A,-0.04,N/A,Technology Services
535,1950,DIWANG INDUSTRIAL HOLDINGS LTD,0.465,0.00%,0.000,1018999.9999999999,473928.0,334800000.0,64.12%,4.87,0.10,N/A,Process Industries
536,1951,JINXIN FERTILITY GROUP LTD,4.21,1.94%,0.08,11784000.0,49609000.0,11182000000.0,-20.10%,73.99,0.06,3158.0,Health Services
537,1952,EVEREST MEDICINES LTD,18.90,4.42%,0.80,5865000.0,110841000.0,5730000000.0,14.86%,N/A,-1.22,N/A,Health Technology
538,1953,RIMBACO GROUP GLOBAL LTD,0.189,2.72%,0.005,100000.0,18900.0,231840000.0,-45.07%,45.00,0.00,N/A,Industrial Services
539,1955,HONG KONG JOHNSON HOLDINGS CO LTD,0.495,0.00%,0.000,4000.0,1980.0,247500000.0,-49.49%,8.10,0.06,7400.0,Commercial Services
540,1957,MBV INTERNATIONAL LTD,1.79,-1.10%,-0.02,340000.0,608600.0,1137000000.0,285.11%,42.02,0.04,N/A,Distribution Services
541,1958,BAIC MOTOR CORPORATION LIMITED,2.15,0.94%,0.02,4910000.0,10556000.0,17073000000.0,4.93%,3.52,0.61,19491.0,Consumer Durables
542,1959,CENTENARY UNITED HOLDINGS LTD,0.230,1.77%,0.004,12000.0,2760.0,114176000.0,-55.69%,N/A,-0.05,N/A,Retail Trade
543,196,HONGHUA GROUP LTD,0.138,-1.43%,-0.002,301000.0,41538.0,1257000000.0,1.46%,N/A,-0.14,2032.0,Industrial Services
544,1961,INFINITIES TECH INTL (CAYMAN) HLDG,1.51,2.03%,0.03,2000.0,3020.0,907221000.0,-20.88%,N/A,-0.18,N/A,Technology Services
545,1962,EVERGREEN PRODUCTS GP LTD,0.460,-1.08%,-0.005,326000.0,149960.0,318863000.0,-43.98%,4.76,0.10,25199.0,Consumer Non-Durables
546,1965,LANDSEA GREEN LIFE SERVICE CO LTD,0.92,-6.12%,-0.06,1329000.0,1223000.0,402550000.0,-63.57%,10.64,0.09,3891.0,Finance
547,1966,CHINA SCE GP HLDGS LTD,0.485,1.04%,0.005,13873000.0,6728000.0,2027000000.0000002,-32.38%,14.97,0.03,7719.0,Finance
548,1967,CONFIDENCE INTELLIGENCE HOLDINGS LT,1.65,5.10%,0.08,862000.0,1422000.0,392500000.0,-95.87%,N/A,-0.04,N/A,Electronic Technology
549,1968,HINGTEX HLDGS LTD,0.220,5.77%,0.012,192000.0,42240.0,133120000.0,23.81%,N/A,-0.08,N/A,Process Industries
550,1969,CHINA CHUNLAI EDUCATION GP CO LTD,5.60,1.82%,0.10,2081000.0,11654000.0,6600000000.0,68.20%,9.45,0.61,5763.0,Commercial Services
